sample_set,variant,seed,method,sample_count,MAE,MSE,regret_to_oracle,oracle_label_accuracy,weight_entropy,normalized_weight_entropy,mean_max_weight
pilot_selection,spatial_panel_3view,16,spatial_panel_3view_hard_top1,30000,0.3182910893595061,1.2122554205525824,0.0515598857274475,0.6296666666666667,1.1504786916012293,0.7148325939203523,0.4919785238633553
pilot_selection,spatial_panel_3view,16,spatial_panel_3view_raw_soft_fusion,30000,0.2998690937592607,1.158441951708358,0.0331378901272021,0.6296666666666667,1.1504786916012293,0.7148325939203523,0.4919785238633553
diagnostic_balanced,spatial_panel_3view,16,spatial_panel_3view_hard_top1,20000,0.3708801891475918,1.4541695943784791,0.0653899463429153,0.5108,1.0763318834250764,0.6687625902744607,0.5323993586227298
diagnostic_balanced,spatial_panel_3view,16,spatial_panel_3view_raw_soft_fusion,20000,0.345773084485212,1.390462488450851,0.0402828416805355,0.5108,1.0763318834250764,0.6687625902744607,0.5323993586227298
pilot_test,spatial_panel_3view,16,spatial_panel_3view_hard_top1,75000,0.429720788180731,183.14896648827948,0.0894358641679699,0.60668,1.109668691345626,0.6894759155038002,0.5172029649555683
pilot_test,spatial_panel_3view,16,spatial_panel_3view_raw_soft_fusion,75000,0.4134219460206786,182.83195822827133,0.0731370220079175,0.60668,1.109668691345626,0.6894759155038002,0.5172029649555683
pilot_selection,spatial_panel_3view,17,spatial_panel_3view_hard_top1,30000,0.3180286636923285,1.206788107477952,0.0512974600602699,0.3766,1.1336364720096055,0.7043679345047846,0.5019750977302591
pilot_selection,spatial_panel_3view,17,spatial_panel_3view_raw_soft_fusion,30000,0.2999562040314351,1.1443879731765292,0.0332250003993765,0.3766,1.1336364720096055,0.7043679345047846,0.5019750977302591
diagnostic_balanced,spatial_panel_3view,17,spatial_panel_3view_hard_top1,20000,0.3739048512374791,1.4805309359131336,0.0684146084328026,0.3386,1.0564057473911046,0.6563817860660667,0.5431399991586804
diagnostic_balanced,spatial_panel_3view,17,spatial_panel_3view_raw_soft_fusion,20000,0.3476669087269685,1.4109706923654044,0.042176665922292,0.3386,1.0564057473911046,0.6563817860660667,0.5431399991586804
pilot_test,spatial_panel_3view,17,spatial_panel_3view_hard_top1,75000,0.4300907240494091,182.90984875987044,0.089805800036648,0.3393466666666667,1.1058505737977191,0.6871035855131375,0.5077079730794827
pilot_test,spatial_panel_3view,17,spatial_panel_3view_raw_soft_fusion,75000,0.4158318815839404,182.8172895285896,0.0755469575711792,0.3393466666666667,1.1058505737977191,0.6871035855131375,0.5077079730794827
pilot_selection,spatial_panel_3view,18,spatial_panel_3view_hard_top1,30000,0.3191430974740316,1.5707799335188386,0.052411893841973,0.6427,1.1440796815250045,0.7108566614195809,0.5001467522591353
pilot_selection,spatial_panel_3view,18,spatial_panel_3view_raw_soft_fusion,30000,0.3008552052040035,1.5054104796711152,0.0341240015719449,0.6427,1.1440796815250045,0.7108566614195809,0.5001467522591353
diagnostic_balanced,spatial_panel_3view,18,spatial_panel_3view_hard_top1,20000,0.3661537344916436,1.4731808366014574,0.0606634916869671,0.5227,1.0686562780209024,0.6639934664929091,0.5403721533551812
diagnostic_balanced,spatial_panel_3view,18,spatial_panel_3view_raw_soft_fusion,20000,0.3422945207707216,1.429554750393044,0.0368042779660452,0.5227,1.0686562780209024,0.6639934664929091,0.5403721533551812
pilot_test,spatial_panel_3view,18,spatial_panel_3view_hard_top1,75000,0.4256244752082329,182.81378297247088,0.0853395511954717,0.6191733333333334,1.0995291990472342,0.6831758907918459,0.529571472671032
pilot_test,spatial_panel_3view,18,spatial_panel_3view_raw_soft_fusion,75000,0.4114206373102851,182.66424903104055,0.071135713297524,0.6191733333333334,1.0995291990472342,0.6831758907918459,0.529571472671032
