sample_set,method,seed_count,sample_count,MAE_mean,MAE_std,MSE_mean,MSE_std,regret_to_oracle_mean,regret_to_oracle_std,oracle_label_accuracy_mean,oracle_label_accuracy_std,weight_entropy_mean,weight_entropy_std,normalized_weight_entropy_mean,normalized_weight_entropy_std,mean_max_weight_mean,mean_max_weight_std
pilot_selection,revin_aux_only_fusion_huber_kl_hard_top1,3,30000,0.35177613507730904,0.00011337664038552901,1.6153619333510145,0.08562235247889338,0.08504493144525051,0.00011337664038554217,0.32304444444444447,0.0018397866220882474,1.2777122419599796,0.008271808857657024,0.7938872522442187,0.005139563815261973,0.42457789645012883,0.004765321087862904
pilot_selection,revin_aux_only_fusion_huber_kl_raw_soft_fusion,3,30000,0.3329870488368877,0.0003100777567659236,1.5100077889792847,0.06478734724441888,0.06625584520482912,0.0003100777567659036,0.32304444444444447,0.0018397866220882474,1.2777122419599796,0.008271808857657024,0.7938872522442187,0.005139563815261973,0.42457789645012883,0.004765321087862904
