seed,sample_set,method,stratum_column,stratum_value,sample_count,MAE,MSE,regret_to_oracle,oracle_label_accuracy,weight_entropy,normalized_weight_entropy,mean_max_weight
16,pilot_selection,revin_aux_only_fusion_huber_kl_raw_soft_fusion,error_gap_quantile,q3,6674,0.37508397783184294,0.7349132491914182,0.044330046505026144,0.37293976625711717,1.1773430982919715,0.7315243969314528,0.4861911229425324
16,pilot_selection,revin_aux_only_fusion_huber_kl_hard_top1,error_gap_quantile,q2,4115,0.3108289254904717,0.5851102953074984,0.07531021029857674,0.28456865127582015,1.2411810968944832,0.771189175615561,0.47003472606003066
16,pilot_selection,revin_aux_only_fusion_huber_kl_raw_soft_fusion,error_gap_quantile,q2,4115,0.2807213657747862,0.5116029363687914,0.04520265058289122,0.28456865127582015,1.2411810968944832,0.771189175615561,0.47003472606003066
16,pilot_selection,revin_aux_only_fusion_huber_kl_hard_top1,error_gap_quantile,q4,6547,0.4770959728826656,0.7616586688298089,0.09696647586434046,0.5002291125706431,1.1576798039279776,0.7193069052145742,0.4943064681574536
16,pilot_selection,revin_aux_only_fusion_huber_kl_raw_soft_fusion,error_gap_quantile,q4,6547,0.4493828036755378,0.6879371772116605,0.06925330665721267,0.5002291125706431,1.1576798039279776,0.7193069052145742,0.4943064681574536
16,pilot_selection,revin_aux_only_fusion_huber_kl_hard_top1,error_gap_quantile,q1,7875,0.007866526303267743,0.02844989199327339,0.004691144169843576,0.0024126984126984128,1.6026830041276527,0.995802939489457,0.21436652811179085
16,pilot_selection,revin_aux_only_fusion_huber_kl_raw_soft_fusion,error_gap_quantile,q1,7875,0.0071963828258541605,0.02706062515041265,0.004021000692429995,0.0024126984126984128,1.6026830041276527,0.995802939489457,0.21436652811179085
16,diagnostic_balanced,revin_aux_only_fusion_huber_kl_hard_top1,error_gap_quantile,q3,5134,0.4342912492740654,0.9174167476574194,0.09147889740156218,0.24503311258278146,1.183895434415092,0.7355955922677245,0.4850937491917731
16,diagnostic_balanced,revin_aux_only_fusion_huber_kl_raw_soft_fusion,error_gap_quantile,q3,5134,0.3898076270821235,0.8337541091447269,0.04699527520962032,0.24503311258278146,1.183895434415092,0.7355955922677245,0.4850937491917731
16,diagnostic_balanced,revin_aux_only_fusion_huber_kl_hard_top1,error_gap_quantile,q4,4756,0.5181217854886603,0.968388476509113,0.12375891525723777,0.34840201850294367,1.1636795912711835,0.7230347826908368,0.4936392195084147
