sample_set,method,seed_count,sample_count,MAE_mean,MAE_std,MSE_mean,MSE_std,regret_to_oracle_mean,regret_to_oracle_std,oracle_label_accuracy_mean,oracle_label_accuracy_std,weight_entropy_mean,weight_entropy_std,normalized_weight_entropy_mean,normalized_weight_entropy_std,mean_max_weight_mean,mean_max_weight_std
diagnostic_balanced,revin_aux_only_fusion_huber_kl_hard_top1,3,20000,0.41772413271357517,0.0010560114515714948,1.6205993675195707,0.059918832759767865,0.1122338899088986,0.0010560114515714978,0.25485,0.002684678751731749,1.2310250052221348,0.010867672902986108,0.764878841060941,0.006752464831992146,0.4564203243340055,0.005064590714658863
diagnostic_balanced,revin_aux_only_fusion_huber_kl_raw_soft_fusion,3,20000,0.3892907795749387,0.000497123442253629,1.4765492586341884,0.023054690244884702,0.08380053677026218,0.0004971234422536486,0.25485,0.002684678751731749,1.2310250052221348,0.010867672902986108,0.764878841060941,0.006752464831992146,0.4564203243340055,0.005064590714658863
