metric_group,stratum_column,stratum_value,method_kind,system_name,display_name,sample_count,raw_soft_MAE,raw_soft_MSE,raw_soft_regret,hard_top1_MAE,hard_top1_MSE,hard_top1_regret,oracle_label_accuracy,weight_entropy,normalized_weight_entropy,mean_max_weight,MAE_std,MSE_std,source_file,round1_raw_soft_MAE,round2_raw_soft_MAE,delta_raw_soft_MAE_round2_minus_round1,round1_raw_soft_MSE,round2_raw_soft_MSE,delta_raw_soft_MSE_round2_minus_round1,round1_raw_soft_regret,round2_raw_soft_regret,delta_raw_soft_regret_round2_minus_round1,round1_hard_top1_MAE,round2_hard_top1_MAE,delta_hard_top1_MAE_round2_minus_round1,round1_oracle_label_accuracy,round2_oracle_label_accuracy,delta_oracle_label_accuracy_round2_minus_round1,round1_weight_entropy,round2_weight_entropy,delta_weight_entropy_round2_minus_round1,round1_mean_max_weight,round2_mean_max_weight,delta_mean_max_weight_round2_minus_round1,round1_high_error_rate_top5,round2_high_error_rate_top5,round1_high_regret_rate_top5,round2_high_regret_rate_top5,round1_selected_ratio_CrossFormer,round2_selected_ratio_CrossFormer,delta_selected_ratio_CrossFormer_round2_minus_round1,oracle_ratio_CrossFormer,round1_selected_ratio_DLinear,round2_selected_ratio_DLinear,delta_selected_ratio_DLinear_round2_minus_round1,oracle_ratio_DLinear,round1_selected_ratio_ES,round2_selected_ratio_ES,delta_selected_ratio_ES_round2_minus_round1,oracle_ratio_ES,round1_selected_ratio_NaiveForecaster,round2_selected_ratio_NaiveForecaster,delta_selected_ratio_NaiveForecaster_round2_minus_round1,oracle_ratio_NaiveForecaster,round1_selected_ratio_PatchTST,round2_selected_ratio_PatchTST,delta_selected_ratio_PatchTST_round2_minus_round1,oracle_ratio_PatchTST
strata,group_name,LOW_HIGH_LOW,,,,4818,,,,,,,,,,,,,,0.39035583193777823,0.3817124285558102,-0.008643403381968007,2.8204612434211036,2.2530758871288654,-0.5673853562922382,0.06535081018246772,0.05670740680049962,-0.008643403381968097,0.40158314862021244,0.39509757026278225,-0.006485578357430188,0.5600525806005259,0.5689082606890826,0.00885568008855675,0.9172493364409272,0.9020290157184733,-0.01522032072245394,0.6174411836094558,0.6265170728076176,0.009075889198161824,0.030303030303030304,0.029057700290577002,0.0352843503528435,0.03549190535491906,0.0380517503805175,0.0372215303722153,-0.0008302200083021988,0.0767953507679535,0.3551266085512661,0.3095336930953369,-0.045592915455929195,0.25653798256537985,0.18929016189290163,0.20707070707070707,0.017780545177805446,0.21710253217102532,0.3356164383561644,0.36135325861353257,0.025736820257368176,0.3414279784142798,0.08191504081915041,0.08482081084820811,0.0029057700290577027,0.10813615608136157
strata,group_name,LOW_LOW_HIGH,,,,14693,,,,,,,,,,,,,,0.1682017117885379,0.16983633656103567,0.0016346247724977614,0.6281991103734739,0.6584316783955914,0.03023256802211749,0.029383958122779028,0.031018582895276814,0.0016346247724977857,0.1749750996899313,0.17705708951747934,0.0020819898275480364,0.5904625785521451,0.589464370788811,-0.0009982077633341468,1.3725626751587843,1.366041276196058,-0.006521398962726188,0.37285857882115986,0.3719411559248958,-0.000917422896264064,0.011365956577962294,0.011910433539780848,0.020077587967059145,0.02123460151092357,0.033576079312144104,0.04514621475078836,0.011570135438644255,0.06036888314163207,0.22861226434356496,0.017037591596905557,-0.21157467274665942,0.038113387327298714,0.45470632273871914,0.45173438598879284,-0.002971936749926296,0.7077519907438916,0.006284171600989133,0.21770003856711814,0.21141586696612902,0.02511399986388076,0.2768211620045827,0.2683817690963951,-0.00843939290818757,0.1686517389232968
strata,group_name,LOW_LOW_LOW,,,,14606,,,,,,,,,,,,,,0.5124812780411394,0.5066968822526617,-0.00578439578847767,1.627592324056251,1.5093076278614748,-0.11828469619477633,0.09720106528995118,0.09141666950147354,-0.005784395788477642,0.5284788402001116,0.5219280223363156,-0.006550817863795966,0.40369254644210145,0.4140307636131271,0.010338217171025621,1.1921474408309882,1.1485664154590707,-0.04358102537191755,0.48817384210228787,0.5042010017721829,0.016027159669894986,0.0883198685471724,0.08763521840339586,0.07394221552786526,0.07312063535533342,0.047537541649550416,0.0699940663654206,0.022456524715870188,0.10879090784609065,0.2155050435893925,0.1323656944634625,-0.08313934912592999,0.11276187867999453,0.3054908941530878,0.3330366516043635,0.027545757451275743,0.43358893605367654,0.13708978045552056,0.1960153361632206,0.05892555570770003,0.17746131726687664,0.29437674015244875,0.2685882514035328,-0.025788488748915928,0.16739696015336164
strata,error_gap_quantile,q1,,,,20863,,,,,,,,,,,,,,0.06741870583365489,0.06736348841715775,-5.521741649713863e-05,642.7082050956595,642.7110181616088,0.0028130659492262566,0.0018121713420919802,0.0017569539255948327,-5.521741649714752e-05,0.0667971094606712,0.066571603892069,-0.00022550556860220783,0.6433878157503715,0.6622249916119446,0.018837175861573074,1.5803570873357164,1.5824373539135392,0.002080266577822787,0.2502992215801694,0.24724139442465018,-0.003057827155519194,0.0015817475914298039,0.0016296793366246465,0.0012462253750659062,0.0007189761779226382,0.00022368147757593186,0.0006231126875329531,0.00039943120995702123,0.0,0.33411621850484907,0.00094265765549857,-0.3331735608493505,0.0,0.6433878157503715,0.6622249916119446,0.018837175861573074,1.0,0.015370112959146176,0.3352985348863219,0.3199284219271757,0.0,0.0069021713080573265,0.0009107031587020084,-0.005991468149355318,0.0
strata,error_gap_quantile,q2,,,,9066,,,,,,,,,,,,,,0.3617247242645901,0.35765592530096424,-0.004068798963625886,0.9320606729144489,0.9313527223866349,-0.0007079505278140275,0.0426413389410237,0.03857253997739789,-0.0040687989636258096,0.38561200459163064,0.37955454664705507,-0.006057457944575573,0.2784763585557762,0.29366129862489887,0.015184940069122688,1.1715317452956502,1.1316471204733034,-0.03988462482234678,0.5081889818124109,0.5252486941401148,0.01705971232770387,0.03231855283476726,0.0328700639752923,0.031325832781822195,0.027244650341936908,0.08070446356349732,0.09743363482609016,0.016729171262592837,0.13368630046326935,0.2468563864990073,0.21023604676814472,-0.03662033973086257,0.15673946613721598,0.1813368630046327,0.22111919994117216,0.03978233693653946,0.31226560776527684,0.10644165012133246,0.12659019045518052,0.020148540333848067,0.2225898963159056,0.38466063681153023,0.34462092800941246,-0.04003970880211777,0.17471872931833224
strata,error_gap_quantile,q3,,,,14069,,,,,,,,,,,,,,0.47882202225680714,0.4767388977936903,-0.00208312446311687,1.0992305555727993,1.0994985927534573,0.00026803718065804283,0.05295116586343849,0.05086804140032158,-0.0020831244631169116,0.5090225706552777,0.5069148505865991,-0.0021077200686785424,0.3427867415357642,0.3462458833842728,0.0034591418485085956,1.0797900257935704,1.0488283608969438,-0.03096166489662666,0.5543820202484069,0.563483006241259,0.00910098599285214,0.04762243229796005,0.04748027578363778,0.03425971995166679,0.03276707655128296,0.06724003127443315,0.09007984457554434,0.022839813301111192,0.15274717463927784,0.2105811832160542,0.1864619612860426,-0.02411922193001162,0.19994313739427108,0.15551922666856208,0.17764825739806192,0.022129030729499843,0.2480631174923591,0.1023763830644206,0.10628568720828299,0.0039093041438623966,0.1545241310683062,0.46428317577652994,0.43952424953206815,-0.0247589262444618,0.24472243940578578
strata,error_gap_quantile,q4,,,,14190,,,,,,,,,,,,,,0.5550648366076546,0.5549986470072616,-6.618960039295185e-05,1.0704215992665433,1.0653976970261367,-0.005023902240406608,0.07843504695746245,0.0783688573570695,-6.618960039295185e-05,0.5808582114073528,0.5824414386343164,0.0015832272269635794,0.4693915903218229,0.46370683579985905,-0.005684754521963875,0.9550761136965961,0.937379762586115,-0.017696351110481068,0.6139245881975776,0.616175824242745,0.002251236045167415,0.06575052854122622,0.06652572233967582,0.044115574348132486,0.04693446088794926,0.05346488137185812,0.07895231383603477,0.025487432464176646,0.1507399577167019,0.17390180878552972,0.15943152454780363,-0.014470284237726089,0.20711768851303736,0.12889358703312193,0.14012215175005874,0.011228564716936812,0.17632135306553912,0.13577636833450787,0.134789758045572,-0.000986610288935874,0.15045806906272022,0.5079633544749824,0.4867042518205309,-0.021259102654451523,0.3153629316420014
strata,error_gap_quantile,q5,,,,16812,,,,,,,,,,,,,,0.7160316234478218,0.7010634184602921,-0.01496820498752971,18.059908380746165,15.460799725701067,-2.5991086550450984,0.21015151359880763,0.195183308611278,-0.014968204987529626,0.7194524126013627,0.7083836394797215,-0.011068773121641229,0.668332143706876,0.6662106431913711,-0.0021215005155048594,0.7037356633501223,0.6867073075957221,-0.017028355754400204,0.7285074786028918,0.7298822884774858,0.0013748098745940407,0.10831548893647394,0.10742326909350464,0.13871044492029502,0.140435403283369,0.044789436117059246,0.06919660559917519,0.024407169482115944,0.11402569593147752,0.09181933539535253,0.08981679752557697,-0.002002537869775556,0.13436830835117772,0.09215639622491871,0.09257276548497105,0.00041636926005234054,0.08392814656197954,0.26834007454992465,0.2619954001110318,-0.006344674438892861,0.28021651201522724,0.5028947577127448,0.486418431279245,-0.016476326433499833,0.387461337140138
strata,forecastability_cat,high,,,,28354,,,,,,,,,,,,,,0.23850065912880225,0.23719300003656207,-0.0013076590922401765,4.046882243522168,3.6965099484535204,-0.3503722950686474,0.04246104174123752,0.0411533826489973,-0.0013076590922402181,0.24828454347154402,0.2471188900697687,-0.001165653401775324,0.5837506759775223,0.5844325315652112,0.000681855587688962,1.2398964486579147,1.2339001339884474,-0.005996314669467262,0.44493938623350204,0.44122646537559845,-0.00371292085790359,0.014706919658601962,0.015024335190802002,0.026909783452070256,0.026839246667136912,0.03811337612564952,0.05457195927676283,0.016458583151113308,0.08877054383861184,0.20219369401142695,0.032952434694693285,-0.16924125931673367,0.06651618819214221,0.3599844819073147,0.36349956502315955,0.0035150831158448637,0.5729350356210764,0.007982412828289953,0.17500176341962334,0.16701935059133338,0.02779149326373704,0.3917260351273189,0.37397427758576096,-0.017751757541557944,0.24398673908443252
strata,forecastability_cat,low,,,,39753,,,,,,,,,,,,,,0.565715825795354,0.5591280784820964,-0.006587747313257508,342.9511701934729,342.103749951713,-0.8474202417598917,0.10776358178484328,0.1011758344715857,-0.0065877473132575914,0.5832421568842667,0.5782776356331666,-0.00496452125110014,0.4446037615609724,0.4544059567831359,0.009802195222163468,1.0790376943987474,1.0530461985445618,-0.025991495854185587,0.5448707309946256,0.5541230647924374,0.009252333797811874,0.07944054536764521,0.07913868135738183,0.06885014967423843,0.06892561567680426,0.04754358161648178,0.06496784309779556,0.017424261481313784,0.10952632505722838,0.2410132568611174,0.17945815410157723,-0.06155510275954018,0.1720373305159359,0.2285278259921683,0.25463906287995036,0.026111236887782052,0.3201267828843106,0.17095565114582548,0.20935946134044392,0.03840381019461844,0.2069529343697331,0.311959684384407,0.2915754785802329,-0.020384205804174105,0.191356627172792
strata,forecastability_cat,medium,,,,6893,,,,,,,,,,,,,,0.302545279879293,0.2995027993525529,-0.00304248052674011,0.5027874676464171,0.4898019423523775,-0.012985525294039624,0.047520409227872366,0.04447792870113222,-0.0030424805267401447,0.31384181737513966,0.3105788230952897,-0.00326299427984994,0.644276802553315,0.6521108370810967,0.007834034527781752,0.8873331269029745,0.8745773501978944,-0.012755776705080102,0.6255672018155524,0.6272262982298843,0.0016590964143319287,0.025388074858552153,0.025823298998984476,0.03626867836936022,0.03612360365588278,0.03240001934329513,0.046037042410174575,0.013637023066879445,0.07921079355868273,0.1260215677740703,0.036703902509792545,-0.08931766526427776,0.1025678224285507,0.19464190724889985,0.20823057207795348,0.013588664829053632,0.3084288408530393,0.3107016780308526,0.3874945596982446,0.07679288166739201,0.2934861453648629,0.33623482760288215,0.3215339233038348,-0.014700904299047357,0.21630639779486435
strata,season_strength_cat,moderate,,,,11042,,,,,,,,,,,,,,0.3905588333860406,0.38331994756761006,-0.007238885818430518,7.041803770309217,5.728634668452523,-1.313169101856694,0.07509666196929714,0.06785777615086663,-0.007238885818430504,0.3966830731344494,0.3941879763949183,-0.0024950967395310775,0.5743524723781923,0.5805107770331461,0.006158304654953817,0.953947075620518,0.9317908501736066,-0.022156225446911315,0.5965256486057674,0.6084664465004512,0.01194079789468383,0.03477630863973918,0.035410251765984425,0.03387067560224597,0.036134758195978986,0.02885950612811689,0.03151602970476363,0.0026565235766467417,0.05651150153957617,0.2550866388939202,0.17575318480951518,-0.07933345408440501,0.16265169353378012,0.23332125822616676,0.2578941013101491,0.02457284308398236,0.3099076254301757,0.3802149369075651,0.4366962506792248,0.056481313771659714,0.37819235645716354,0.10251765984423111,0.09814043349634728,-0.004377226347883831,0.09273682303930447
strata,season_strength_cat,strong,,,,8277,,,,,,,,,,,,,,0.2542445811565873,0.25315800583385933,-0.0010865753227279895,1.3327642294124225,1.345187770158359,0.012423540745936545,0.032454605862564885,0.031368030539836916,-0.0010865753227279687,0.2684011180273945,0.2682520852874081,-0.00014903273998639888,0.6236156417381499,0.6260319761588337,0.0024163344206837856,0.968752682231324,0.9777233934223913,0.008970711191067293,0.5788357506483753,0.5756198176286362,-0.0032159330197391034,0.01824332487616286,0.017397607828923523,0.020901292738915066,0.020659659296846683,0.027948934799242882,0.032862148121299985,0.004913213322057103,0.06729491361604446,0.4305505215255125,0.3364745680802223,-0.09407595344529018,0.2665216866014256,0.20430107526881722,0.22185977205911964,0.01755869679030242,0.29358463211308444,0.26724658692763076,0.3394949861060771,0.07224839917844633,0.26869638758004105,0.06995288147879666,0.06930852563328098,-0.0006443558455156845,0.10390238008940438
strata,season_strength_cat,weak,,,,55681,,,,,,,,,,,,,,0.4475469278480452,0.4433981779699395,-0.004148749878105651,245.37565767658336,244.84918942754055,-0.5264682490428072,0.0847251326456461,0.08057638276754048,-0.004148749878105623,0.46312146886578764,0.4590965237815908,-0.004024945084196818,0.4878384607556138,0.4945732535933861,0.0067347928377722854,1.1784189769327362,1.158290269747138,-0.020128707185598227,0.4886807443937282,0.491711149851509,0.0030304054577807715,0.05773962392916794,0.05773962392916794,0.05752411055835922,0.05711104326430919,0.04748477936818663,0.06873679232293481,0.021252012954748177,0.11199511503026167,0.17604449153810695,0.06457618696982215,-0.1114683045682848,0.09751980029094305,0.293924318887951,0.3085552821728537,0.01463096328490271,0.4533862538388319,0.04945433211807738,0.14948845506845543,0.10003412295037806,0.08329591781756793,0.433092078087678,0.4086432834659339,-0.024448794621744097,0.25380291302239544
strata,trend_strength_cat,moderate,,,,40223,,,,,,,,,,,,,,0.3850581227132795,0.3828775488593479,-0.002180573853931611,2.830697761284225,2.519940097476996,-0.3107576638072289,0.06969417185430239,0.06751359800037078,-0.002180573853931611,0.3997319428742523,0.39804583498786344,-0.0016861078863888435,0.5136281895101475,0.5180203697718552,0.004392180261707623,1.1804327224706184,1.1666166701945462,-0.013816052276072188,0.485173173168192,0.4866553997983886,0.001482226630196648,0.047659299405812594,0.047336101235611466,0.04912612187057156,0.04977251821097382,0.04371462430284497,0.061225335421690744,0.017510711118845772,0.10170797802252443,0.22405920327507478,0.10413610786531752,-0.11992309540975726,0.12296447306267558,0.2977732474786399,0.3123751750656755,0.014601927587035601,0.45275091365636577,0.0773189468711931,0.18343567942056369,0.10611673254937058,0.10660567337095692,0.3571339780722472,0.3388277022267525,-0.018306275845494713,0.2159709618874773
strata,trend_strength_cat,strong,,,,17445,,,,,,,,,,,,,,0.5551699895719099,0.5465722438618692,-0.008597745710040683,780.343948669344,778.7475307653813,-1.5964179039626742,0.1094638609404323,0.10086611523039175,-0.008597745710040544,0.5748165695857986,0.5681290317032958,-0.00668753788250287,0.48946211904079484,0.4990923855928155,0.00963026655202065,1.0556584429234717,1.044315121261036,-0.01134332166243568,0.5532124068930758,0.5511899770393838,-0.0020224298536920537,0.05531670965892806,0.05583261679564345,0.05755230725136142,0.057380338205789624,0.0530046813795739,0.07597210279927391,0.022967421419700013,0.13086844368013759,0.19814655584217064,0.12190694563867392,-0.07623961020349672,0.14961306964746346,0.19327409955096972,0.20892328269800325,0.015649183147033535,0.3173402120951562,0.035119900640107005,0.09895863189070411,0.06383873125059711,0.07366007451991975,0.5204547625871787,0.4942390369733448,-0.026215725613833896,0.328518200057323
strata,trend_strength_cat,weak,,,,17332,,,,,,,,,,,,,,0.35562313570335374,0.35087844339561197,-0.004744692307741771,1.418736513939581,1.224740073542796,-0.19399644039678487,0.06361172954247643,0.0588670372347347,-0.00474469230774173,0.36249157977867225,0.35854437498145064,-0.003947204797221604,0.546311254711901,0.5531387029771521,0.006827448265251057,1.0541708793957116,1.0231543958649019,-0.03101648353080977,0.5436291983622648,0.5580320200847817,0.014402821722516945,0.050080775444264945,0.05031156242787907,0.0444264943457189,0.043099469189937685,0.02948303715670436,0.038041387799061466,0.008558350642357104,0.060177705977382874,0.21426648203707976,0.11573967228248327,-0.09852680975459649,0.10823909531502424,0.30488883760289254,0.32629433033310257,0.02140549273021003,0.42407108239095315,0.3139472267097469,0.39528040618509114,0.08133317947534424,0.3153127163627971,0.13741441649357644,0.12464420340026156,-0.012770213093314886,0.0921993999538426
strata,cv_cat,highly_variable,,,,6495,,,,,,,,,,,,,,0.37357099080971873,0.3647211718394937,-0.00884981897022502,3.2744841947144985,2.7888701267241554,-0.4856140679903431,0.07620473602309517,0.06735491705287008,-0.00884981897022509,0.38005451060461376,0.37512072678772185,-0.004933783816891912,0.5017705927636643,0.5353861945085963,0.033615601744931944,1.0857329300322398,1.050831905049566,-0.03490102498267378,0.5299228630472459,0.5442658767865076,0.014343013739261723,0.05034642032332563,0.048190916089299464,0.043264049268668205,0.045727482678983834,0.02838080574801129,0.04536823197331281,0.016987426225301517,0.07159353348729793,0.22335129586861688,0.11460097510905826,-0.10875032075955862,0.10300230946882218,0.2589684372594303,0.31352322299204516,0.05455478573261485,0.40831408775981526,0.28031819348216575,0.33990248909417503,0.059584295612009286,0.2876058506543495,0.20898126764177571,0.18660508083140878,-0.022376186810366933,0.12948421862971515
strata,cv_cat,moderate,,,,17636,,,,,,,,,,,,,,0.5261821067506496,0.52323617205926,-0.0029459346913895956,4.728552100843938,4.170319071832776,-0.5582330290111619,0.09660116142614851,0.09365522673475904,-0.0029459346913894707,0.5438215077686838,0.5441793702717578,0.00035786250307401346,0.47499432977999545,0.4765819913812656,0.0015876616012701628,1.0273109465908143,1.0097647620526669,-0.01754618453814749,0.5688498981275611,0.5749344902604969,0.006084592132935773,0.0728056248582445,0.07393966885915174,0.0692333862553867,0.0705942390564754,0.049009601572541014,0.0648106146518485,0.01580101307930748,0.10694034928555228,0.24752400393135254,0.19615181069025478,-0.05137219324109776,0.19652982535722385,0.20023436909352083,0.21917290390867167,0.018938534815150843,0.2734180086187344,0.20129281016103426,0.2372042035230967,0.03591139336206245,0.2297006123837605,0.3019392152415514,0.28266046722612836,-0.01927874801542301,0.19341120435472897
strata,cv_cat,stable,,,,39999,,,,,,,,,,,,,,0.35012461377341636,0.34678895212737326,-0.0033356616460430977,321.9704490486238,321.39404911489,-0.5763999337337964,0.06310774958202138,0.05977208793597822,-0.00333566164604316,0.3638509709122912,0.3596213275257643,-0.004229643386526871,0.5411885297132428,0.5441969382567898,0.003008408543547003,1.2060100699290364,1.195864584958317,-0.010145484970719432,0.4682234973860313,0.46633089622620266,-0.001892601159828644,0.032850821270531766,0.03310082752068802,0.038425960649016225,0.038050951273781844,0.04105102627565689,0.06053484670450095,0.019483820428844056,0.10125253131328284,0.19397151595456552,0.0544846954507196,-0.13948682050384592,0.0865521638040951,0.3253331333283332,0.3312749485403802,0.005941815212047008,0.5088877221930548,0.02529229897414102,0.1599956665583306,0.1347033675841896,0.053826345658641465,0.4143520254673034,0.39370984274606863,-0.020642182721234748,0.24948123703092578
strata,cv_cat,variable,,,,10870,,,,,,,,,,,,,,0.5175775418309358,0.5104869535598144,-0.007090588271121412,70.68927052965827,69.98485653423535,-0.7044139954229252,0.10051237406796835,0.0934217857968469,-0.0070905882711214535,0.531355281736251,0.526021132627167,-0.00533414910908403,0.4953081876724931,0.5041704998466727,0.008862312174179598,0.9897616000639922,0.9576319691038644,-0.032129630960127775,0.5874457017290962,0.601171960399053,0.013726258669956803,0.07589696412143514,0.07442502299908003,0.06540938362465501,0.06310947562097516,0.046304814474087706,0.0541245016865992,0.007819687212511493,0.09346826126954921,0.23992640294388223,0.17831953388531124,-0.06160686905857099,0.1688132474701012,0.22143514259429622,0.2495246856792395,0.02808954308494327,0.30064397424103034,0.25590309720944493,0.2911683532658694,0.03526525605642444,0.27286108555657773,0.23643054277828887,0.22686292548298068,-0.009567617295308195,0.16421343146274148
strata,missing_ratio_cat,complete,,,,75000,,,,,,,,,,,,,,0.4178239136798498,0.41355815497163473,-0.0042657587082150505,183.35398509131252,182.77116559596715,-0.582819495345376,0.07753898966708864,0.0732732309588736,-0.004265758708215037,0.43185062740505675,0.42847866247945776,-0.0033719649255989914,0.51556,0.5217333333333334,0.006173333333333364,1.1222319548589617,1.105016154730193,-0.017215800128768555,0.5145078966481155,0.5181608035686944,0.0036529069205789577,0.05,0.05,0.05,0.05,0.04258666666666667,0.059297777777777776,0.016711111111111107,0.09889333333333333,0.2157688888888889,0.11095111111111111,-0.10481777777777779,0.12576,0.2751111111111111,0.2915288888888889,0.01641777777777781,0.41462666666666664,0.12218666666666667,0.21274222222222222,0.09055555555555556,0.14717333333333332,0.3443466666666667,0.32548,-0.018866666666666698,0.21354666666666666
