stage,sample_set,variant,method,method_kind,seed_count,sample_count,MAE_mean,MAE_std,MSE_mean,MSE_std,regret_to_oracle_mean,regret_to_oracle_std,oracle_label_accuracy_mean,oracle_label_accuracy_std,weight_entropy_mean,weight_entropy_std,normalized_weight_entropy_mean,normalized_weight_entropy_std,mean_max_weight_mean,mean_max_weight_std,source_path
P2b,diagnostic_balanced,visual_cls_mean_concat,visual_cls_mean_concat_raw_soft_fusion,raw_soft_fusion,3,20000,0.3484566300796854,0.0084445366871069,1.3590394837918491,0.0234544178266965,0.042966387275009,0.0084445366871069,0.4610666666666667,0.1051462354691471,1.0366978493451529,0.0241736691475309,0.6441365796057197,0.0150199408666345,0.5590715391603608,0.0091640479421676,/data2/syh/Time/run_outputs/2026-06-20_visual_router_v2_round1_visual_pooling/visual_pooling_diagnostic_summary.csv
P2b,diagnostic_balanced,visual_cls_only,visual_cls_only_raw_soft_fusion,raw_soft_fusion,3,20000,0.3493098017188034,0.0047239365517255,1.3696232130005557,0.0553227351009876,0.0438195589141269,0.0047239365517255,0.3501333333333333,0.0292278263532089,1.043780386597182,0.0206588590049071,0.6485372063995912,0.0128360715530347,0.553225282364587,0.0072137579639641,/data2/syh/Time/run_outputs/2026-06-20_visual_router_v2_round1_visual_pooling/visual_pooling_diagnostic_summary.csv
P1,diagnostic_balanced,p1_round0_visual_baseline,visual_router_raw_soft_fusion,raw_soft_fusion,1,20000,0.3889913805996235,0.0,1.326901660692535,0.0,0.083501137794947,0.0,0.43035,0.0,1.2355140009875014,0.0,0.7676680109510533,0.0,0.4729506149113178,0.0,/data2/syh/Time/run_outputs/2026-06-20_visual_router_v2_round0/round0_diagnostic_balanced_summary.csv
P2c,diagnostic_balanced,revin_aux_only_fusion_huber_kl,revin_aux_only_fusion_huber_kl_raw_soft_fusion,raw_soft_fusion,3,20000,0.3892907795749387,0.0004971234422536,1.4765492586341884,0.0230546902448847,0.0838005367702621,0.0004971234422536,0.25485,0.0026846787517317,1.2310250052221348,0.0108676729029861,0.764878841060941,0.0067524648319921,0.4564203243340055,0.0050645907146588,/data2/syh/Time/run_outputs/2026-06-20_visual_router_v2_round1_aux_only/aux_only_diagnostic_summary.csv
P2d,pilot_selection,mean_patch_plus_aux,mean_patch_plus_aux_hard_top1,hard_top1,3,30000,0.31814807092096714,0.000756216334235965,1.3069142364192332,0.19618259080848194,0.05141686728890852,0.0007562163342359485,0.4681333333333333,0.1488602476597877,1.1235567863358626,0.017388962746395613,0.6981050738230037,0.010804369683660258,0.5108146832679709,0.010831384628914024,/data2/syh/Time/run_outputs/2026-06-20_visual_router_v2_round1_concat/round1_concat_selection_comparison.csv
P2d,pilot_selection,cls_mean_concat_plus_aux,cls_mean_concat_plus_aux_hard_top1,hard_top1,3,30000,0.31875087896104676,0.0015851461021194474,1.3393812127952724,0.16111871635354216,0.05201967532898812,0.0015851461021194647,0.4679111111111111,0.14655791548938116,1.1181368419219009,0.01679310031814131,0.6947374665111022,0.010434139118792398,0.5131478660404682,0.006964428890328073,/data2/syh/Time/run_outputs/2026-06-20_visual_router_v2_round1_concat/round1_concat_selection_comparison.csv
P2b,pilot_selection,visual_mean_patch_only,visual_mean_patch_only_hard_top1,hard_top1,3,30000,0.3197062072221915,0.0010773808696116,1.3514443786214192,0.1933048299678758,0.0529750035901329,0.0010773808696116,0.3788555555555555,0.0066650275762815,1.132446240349,0.0196009807549662,0.703628397787828,0.0121787730077679,0.5045982322749164,0.0089224212222693,/data2/syh/Time/run_outputs/2026-06-20_visual_router_v2_round1_visual_pooling/visual_pooling_selection_comparison.csv
P2b,pilot_selection,visual_cls_only,visual_cls_only_hard_top1,hard_top1,3,30000,0.3204505969752793,0.0005079002867202,1.3645655381776554,0.191217707932394,0.0537193933432206,0.0005079002867202,0.3761222222222222,0.0065738821046567,1.1279088405551725,0.0209452653458765,0.7008091529361303,0.0130140266581267,0.508792607528468,0.0083996867383192,/data2/syh/Time/run_outputs/2026-06-20_visual_router_v2_round1_visual_pooling/visual_pooling_selection_comparison.csv
P2b,pilot_selection,visual_cls_mean_concat,visual_cls_mean_concat_hard_top1,hard_top1,3,30000,0.3208364584159612,0.0033885319716732,1.391805766162325,0.1768387983562084,0.0541052547839026,0.0033885319716732,0.5498777777777778,0.1599067830307997,1.1129568274017008,0.0235861724238636,0.6915189434301819,0.0146549155283531,0.5238133242002792,0.0117811548650106,/data2/syh/Time/run_outputs/2026-06-20_visual_router_v2_round1_visual_pooling/visual_pooling_selection_comparison.csv
P2c,pilot_selection,revin_aux_only_fusion_huber_kl,revin_aux_only_fusion_huber_kl_hard_top1,hard_top1,3,30000,0.351776135077309,0.0001133766403855,1.6153619333510143,0.0856223524788933,0.0850449314452505,0.0001133766403855,0.3230444444444444,0.0018397866220882,1.2777122419599796,0.008271808857657,0.7938872522442187,0.0051395638152619,0.4245778964501288,0.0047653210878629,/data2/syh/Time/run_outputs/2026-06-20_visual_router_v2_round1_aux_only/aux_only_selection_comparison.csv
P1,pilot_selection,p1_round0_visual_baseline,visual_router_hard_top1,hard_top1,1,30000,0.3562669052827483,0.0,1.3678260167063303,0.0,0.0895357016506898,0.0,0.5792,0.0,1.2924355396647664,0.0,0.8030353514601243,0.0,0.4396552807832757,0.0,/data2/syh/Time/run_outputs/2026-06-20_visual_router_v2_round0/round0_selection_comparison.csv
P2d,pilot_selection,cls_mean_concat_plus_aux,cls_mean_concat_plus_aux_raw_soft_fusion,raw_soft_fusion,3,30000,0.30060530132309454,0.0012871844977341014,1.2054006292747939,0.05804645580123445,0.03387409769103593,0.0012871844977341178,0.4679111111111111,0.14655791548938116,1.1181368419219009,0.01679310031814131,0.6947374665111022,0.010434139118792398,0.5131478660404682,0.006964428890328073,/data2/syh/Time/run_outputs/2026-06-20_visual_router_v2_round1_concat/round1_concat_selection_comparison.csv
P2d,pilot_selection,mean_patch_plus_aux,mean_patch_plus_aux_raw_soft_fusion,raw_soft_fusion,3,30000,0.30083134347565826,0.00054771229354184,1.2399377942385865,0.18261902527985022,0.03410013984359964,0.0005477122935418008,0.4681333333333333,0.1488602476597877,1.1235567863358626,0.017388962746395613,0.6981050738230037,0.010804369683660258,0.5108146832679709,0.010831384628914024,/data2/syh/Time/run_outputs/2026-06-20_visual_router_v2_round1_concat/round1_concat_selection_comparison.csv
P2b,pilot_selection,visual_mean_patch_only,visual_mean_patch_only_raw_soft_fusion,raw_soft_fusion,3,30000,0.3009963275688582,0.0010003941856286,1.2341676710776053,0.1634485372388989,0.0342651239367996,0.0010003941856286,0.3788555555555555,0.0066650275762815,1.132446240349,0.0196009807549662,0.703628397787828,0.0121787730077679,0.5045982322749164,0.0089224212222693,/data2/syh/Time/run_outputs/2026-06-20_visual_router_v2_round1_visual_pooling/visual_pooling_selection_comparison.csv
P2b,pilot_selection,visual_cls_only,visual_cls_only_raw_soft_fusion,raw_soft_fusion,3,30000,0.3020478561468219,0.0012193528743068,1.2205139743689746,0.109630621692668,0.0353166525147633,0.0012193528743068,0.3761222222222222,0.0065738821046567,1.1279088405551725,0.0209452653458765,0.7008091529361303,0.0130140266581267,0.508792607528468,0.0083996867383192,/data2/syh/Time/run_outputs/2026-06-20_visual_router_v2_round1_visual_pooling/visual_pooling_selection_comparison.csv
P2b,pilot_selection,visual_cls_mean_concat,visual_cls_mean_concat_raw_soft_fusion,raw_soft_fusion,3,30000,0.3022199910361149,0.0039292078215832,1.2173165101747008,0.1187082200475501,0.0354887874040563,0.0039292078215832,0.5498777777777778,0.1599067830307997,1.1129568274017008,0.0235861724238636,0.6915189434301819,0.0146549155283531,0.5238133242002792,0.0117811548650106,/data2/syh/Time/run_outputs/2026-06-20_visual_router_v2_round1_visual_pooling/visual_pooling_selection_comparison.csv
P2c,pilot_selection,revin_aux_only_fusion_huber_kl,revin_aux_only_fusion_huber_kl_raw_soft_fusion,raw_soft_fusion,3,30000,0.3329870488368877,0.0003100777567659,1.510007788979285,0.0647873472444188,0.0662558452048291,0.0003100777567659,0.3230444444444444,0.0018397866220882,1.2777122419599796,0.008271808857657,0.7938872522442187,0.0051395638152619,0.4245778964501288,0.0047653210878629,/data2/syh/Time/run_outputs/2026-06-20_visual_router_v2_round1_aux_only/aux_only_selection_comparison.csv
P1,pilot_selection,p1_round0_visual_baseline,visual_router_raw_soft_fusion,raw_soft_fusion,1,30000,0.3340686610330374,0.0,1.1818307686574423,0.0,0.0673374574009788,0.0,0.5792,0.0,1.2924355396647664,0.0,0.8030353514601243,0.0,0.4396552807832757,0.0,/data2/syh/Time/run_outputs/2026-06-20_visual_router_v2_round0/round0_selection_comparison.csv
