stage,sample_set,variant,method,method_kind,seed_count,sample_count,MAE_mean,MAE_std,MSE_mean,MSE_std,regret_to_oracle_mean,regret_to_oracle_std,oracle_label_accuracy_mean,oracle_label_accuracy_std,weight_entropy_mean,weight_entropy_std,normalized_weight_entropy_mean,normalized_weight_entropy_std,mean_max_weight_mean,mean_max_weight_std,source_path
P2d,diagnostic_balanced,cls_mean_concat_plus_aux,cls_mean_concat_plus_aux_hard_top1,hard_top1,3,20000,0.37184354163527455,0.0015480139418214038,1.466458357371234,0.013000100609708446,0.06635329883059811,0.0015480139418214077,0.4118,0.07389533138162382,1.035812453905889,0.0178862606604246,0.6435864510348566,0.011113355944806261,0.5547795598621169,0.006442411127426504,/data2/syh/Time/run_outputs/2026-06-20_visual_router_v2_round1_concat/round1_concat_diagnostic_summary.csv
P2d,diagnostic_balanced,mean_patch_plus_aux,mean_patch_plus_aux_hard_top1,hard_top1,3,20000,0.3721005441499023,0.002317232314184032,1.4687225826990653,0.011988702347055081,0.06661030134522583,0.002317232314184048,0.4049333333333333,0.09411033861023628,1.042022956598317,0.013289280389420413,0.6474452560438717,0.008257093961103268,0.5527754525768259,0.007237539101243487,/data2/syh/Time/run_outputs/2026-06-20_visual_router_v2_round1_concat/round1_concat_diagnostic_summary.csv
P2b,diagnostic_balanced,visual_mean_patch_only,visual_mean_patch_only_hard_top1,hard_top1,3,20000,0.3727622471151412,0.0042101548405242,1.4773634766490102,0.0151282316459904,0.0672720043104647,0.0042101548405242,0.3563166666666666,0.0231814760818489,1.0517010883620166,0.0203086991070695,0.6534586149095014,0.0126185041600401,0.5483904539816081,0.0087993139355551,/data2/syh/Time/run_outputs/2026-06-20_visual_router_v2_round1_visual_pooling/visual_pooling_diagnostic_summary.csv
P2b,diagnostic_balanced,visual_cls_mean_concat,visual_cls_mean_concat_hard_top1,hard_top1,3,20000,0.3734414469009179,0.0079793509187383,1.4562815576696029,0.034102341325974,0.0679512040962414,0.0079793509187383,0.4610666666666667,0.1051462354691471,1.0366978493451529,0.0241736691475309,0.6441365796057197,0.0150199408666345,0.5590715391603608,0.0091640479421676,/data2/syh/Time/run_outputs/2026-06-20_visual_router_v2_round1_visual_pooling/visual_pooling_diagnostic_summary.csv
P2b,diagnostic_balanced,visual_cls_only,visual_cls_only_hard_top1,hard_top1,3,20000,0.3749255634707643,0.0056946787972699,1.4491800601306852,0.0383347932879102,0.0694353206660878,0.0056946787972699,0.3501333333333333,0.0292278263532089,1.043780386597182,0.0206588590049071,0.6485372063995912,0.0128360715530347,0.553225282364587,0.0072137579639641,/data2/syh/Time/run_outputs/2026-06-20_visual_router_v2_round1_visual_pooling/visual_pooling_diagnostic_summary.csv
P2c,diagnostic_balanced,revin_aux_only_fusion_huber_kl,revin_aux_only_fusion_huber_kl_hard_top1,hard_top1,3,20000,0.4177241327135751,0.0010560114515714,1.620599367519571,0.0599188327597678,0.1122338899088986,0.0010560114515714,0.25485,0.0026846787517317,1.2310250052221348,0.0108676729029861,0.764878841060941,0.0067524648319921,0.4564203243340055,0.0050645907146588,/data2/syh/Time/run_outputs/2026-06-20_visual_router_v2_round1_aux_only/aux_only_diagnostic_summary.csv
P1,diagnostic_balanced,p1_round0_visual_baseline,visual_router_hard_top1,hard_top1,1,20000,0.4222199016667134,0.0,1.588915743414468,0.0,0.116729658862037,0.0,0.43035,0.0,1.2355140009875014,0.0,0.7676680109510533,0.0,0.4729506149113178,0.0,/data2/syh/Time/run_outputs/2026-06-20_visual_router_v2_round0/round0_diagnostic_balanced_summary.csv
P2d,diagnostic_balanced,cls_mean_concat_plus_aux,cls_mean_concat_plus_aux_raw_soft_fusion,raw_soft_fusion,3,20000,0.3465144493432412,0.0014575163603300248,1.3704372058731178,0.033517252061629366,0.04102420653856471,0.0014575163603300493,0.4118,0.07389533138162382,1.035812453905889,0.0178862606604246,0.6435864510348566,0.011113355944806261,0.5547795598621169,0.006442411127426504,/data2/syh/Time/run_outputs/2026-06-20_visual_router_v2_round1_concat/round1_concat_diagnostic_summary.csv
P2b,diagnostic_balanced,visual_mean_patch_only,visual_mean_patch_only_raw_soft_fusion,raw_soft_fusion,3,20000,0.3465249708562584,0.0032618290537706,1.3885543088036858,0.0162251162422541,0.0410347280515819,0.0032618290537706,0.3563166666666666,0.0231814760818489,1.0517010883620166,0.0203086991070695,0.6534586149095014,0.0126185041600401,0.5483904539816081,0.0087993139355551,/data2/syh/Time/run_outputs/2026-06-20_visual_router_v2_round1_visual_pooling/visual_pooling_diagnostic_summary.csv
P2d,diagnostic_balanced,mean_patch_plus_aux,mean_patch_plus_aux_raw_soft_fusion,raw_soft_fusion,3,20000,0.34663846717822694,0.0016401119563618438,1.3785664959175454,0.02095596286773083,0.04114822437355043,0.0016401119563618676,0.4049333333333333,0.09411033861023628,1.042022956598317,0.013289280389420413,0.6474452560438717,0.008257093961103268,0.5527754525768259,0.007237539101243487,/data2/syh/Time/run_outputs/2026-06-20_visual_router_v2_round1_concat/round1_concat_diagnostic_summary.csv
