variant,visual_input_mode,visual_dim,seed_count,sample_set,method_kind,method,sample_count_per_seed,MAE_mean,MAE_std,MSE_mean,MSE_std,regret_to_oracle_mean,regret_to_oracle_std,oracle_label_accuracy_mean,oracle_label_accuracy_std,weight_entropy_mean,weight_entropy_std,normalized_weight_entropy_mean,normalized_weight_entropy_std,mean_max_weight_mean,mean_max_weight_std
spatial_panel_3view,mean_patch,768,1,staged_diagnostic,raw_soft_fusion,spatial_panel_3view_raw_soft_fusion,262144,0.2917259358091553,0.0,1.0285533112683347,0.0,0.0318091186491934,0.0,0.3756637573242187,0.0,1.1549543844541428,0.0,0.7176134936819603,0.0,0.4964470203453288,0.0
current_rgb_3view,mean_patch,768,1,staged_diagnostic,raw_soft_fusion,current_rgb_3view_raw_soft_fusion,262144,0.2957114004493988,0.0,1.04693128337837,0.0,0.0357945832894369,0.0,0.3734474182128906,0.0,1.1534559783122282,0.0,0.7166824764525173,0.0,0.491543240942633,0.0
spatial_panel_3view,mean_patch,768,1,staged_diagnostic,hard_top1,spatial_panel_3view_hard_top1,262144,0.3101520522354272,0.0,1.102302663647193,0.0,0.0502352350754652,0.0,0.3756637573242187,0.0,1.1549543844541428,0.0,0.7176134936819603,0.0,0.4964470203453288,0.0
current_rgb_3view,mean_patch,768,1,staged_diagnostic,hard_top1,current_rgb_3view_hard_top1,262144,0.3139325980438954,0.0,1.116211469156506,0.0,0.0540157808839334,0.0,0.3734474182128906,0.0,1.1534559783122282,0.0,0.7166824764525173,0.0,0.491543240942633,0.0
