variant,visual_input_mode,visual_dim,sample_set,method_kind,seed,method,stratum_column,stratum_kind,stratum_value,sample_count,MAE,MSE,regret_to_oracle,oracle_label_accuracy,weight_entropy,normalized_weight_entropy,mean_max_weight,dataset_name,oracle_model,error_gap_quantile,cluster,group_name,forecastability_cat,season_strength_cat,trend_strength_cat,cv_cat,missing_ratio_cat
spatial_panel_3view,mean_patch,768,staged_selection,hard_top1,16,spatial_panel_3view_hard_top1,dataset_name,single_column,TEST_DATA_HOUR,205256,0.3092266205807614,1.2067261056419167,0.047957956548428646,0.39665588338465135,1.14698358465712,0.712660957399385,0.5029229720585525,,,,,,,,,,
spatial_panel_3view,mean_patch,768,staged_selection,hard_top1,16,spatial_panel_3view_hard_top1,dataset_name,single_column,TEST_DATA_MIN,56888,0.34594143041698405,1.4941844507671056,0.06267471347441571,0.336591196737449,1.1386265520714185,0.7074684412340434,0.5029580742676053,,,,,,,,,,
spatial_panel_3view,mean_patch,768,staged_selection,raw_soft_fusion,16,spatial_panel_3view_raw_soft_fusion,dataset_name,single_column,TEST_DATA_HOUR,205256,0.290269185353556,1.1128233502410165,0.029000521321223247,0.39665588338465135,1.14698358465712,0.712660957399385,0.5029229720585525,,,,,,,,,,
spatial_panel_3view,mean_patch,768,staged_selection,raw_soft_fusion,16,spatial_panel_3view_raw_soft_fusion,dataset_name,single_column,TEST_DATA_MIN,56888,0.33445441999252484,1.4543583687508497,0.0511877030499565,0.336591196737449,1.1386265520714185,0.7074684412340434,0.5029580742676053,,,,,,,,,,
spatial_panel_3view,mean_patch,768,staged_diagnostic,hard_top1,16,spatial_panel_3view_hard_top1,dataset_name,single_column,TEST_DATA_HOUR,205256,0.30030471810811776,0.9956675282820949,0.04678559697146451,0.3866586116849203,1.1595680903544205,0.7204801502574009,0.49460802363612116,,,,,,,,,,
spatial_panel_3view,mean_patch,768,staged_diagnostic,hard_top1,16,spatial_panel_3view_hard_top1,dataset_name,single_column,TEST_DATA_MIN,56888,0.345681942785895,1.4870499098941787,0.06268177773252413,0.3359935311489242,1.1383078013739252,0.7072703903552723,0.503082252881982,,,,,,,,,,
spatial_panel_3view,mean_patch,768,staged_diagnostic,raw_soft_fusion,16,spatial_panel_3view_raw_soft_fusion,dataset_name,single_column,TEST_DATA_HOUR,205256,0.27970937477279917,0.9091650028631625,0.026190253636145935,0.3866586116849203,1.1595680903544205,0.7204801502574009,0.49460802363612116,,,,,,,,,,
spatial_panel_3view,mean_patch,768,staged_diagnostic,raw_soft_fusion,16,spatial_panel_3view_raw_soft_fusion,dataset_name,single_column,TEST_DATA_MIN,56888,0.33508255323424185,1.4593149240867158,0.052082388180870964,0.3359935311489242,1.1383078013739252,0.7072703903552723,0.503082252881982,,,,,,,,,,
spatial_panel_3view,mean_patch,768,staged_test,hard_top1,16,spatial_panel_3view_hard_top1,dataset_name,single_column,TEST_DATA_MIN,241747,0.437497385182368,190.53114121698692,0.08967808350139131,0.32887274712819603,1.1340528528385903,0.7046266421942659,0.5059590490067158,,,,,,,,,,
spatial_panel_3view,mean_patch,768,staged_test,hard_top1,16,spatial_panel_3view_hard_top1,dataset_name,single_column,TEST_DATA_HOUR,20397,0.31068024209038114,2.3617833510174457,0.04898803769684548,0.4006961808109036,1.155718118505038,0.7180880284599918,0.49589780133752526,,,,,,,,,,
spatial_panel_3view,mean_patch,768,staged_test,raw_soft_fusion,16,spatial_panel_3view_raw_soft_fusion,dataset_name,single_column,TEST_DATA_MIN,241747,0.42320937138053055,190.378184735658,0.07539006969955375,0.32887274712819603,1.1340528528385903,0.7046266421942659,0.5059590490067158,,,,,,,,,,
spatial_panel_3view,mean_patch,768,staged_test,raw_soft_fusion,16,spatial_panel_3view_raw_soft_fusion,dataset_name,single_column,TEST_DATA_HOUR,20397,0.2895759988394658,1.9904894305577487,0.0278837944459301,0.4006961808109036,1.155718118505038,0.7180880284599918,0.49589780133752526,,,,,,,,,,
current_rgb_3view,mean_patch,768,staged_selection,hard_top1,16,current_rgb_3view_hard_top1,dataset_name,single_column,TEST_DATA_HOUR,205256,0.3132743802068794,1.5232356338143447,0.05200571617454666,0.39744026971196944,1.147785372178845,0.7131591311537273,0.49531981159997196,,,,,,,,,,
current_rgb_3view,mean_patch,768,staged_selection,hard_top1,16,current_rgb_3view_hard_top1,dataset_name,single_column,TEST_DATA_MIN,56888,0.3532226591639825,1.5281991342216599,0.06995594222141417,0.3245675713683026,1.1219531116715713,0.6971086450734983,0.5132770338384511,,,,,,,,,,
current_rgb_3view,mean_patch,768,staged_selection,raw_soft_fusion,16,current_rgb_3view_raw_soft_fusion,dataset_name,single_column,TEST_DATA_HOUR,205256,0.2947858772770864,1.4298533676188494,0.033517213244753624,0.39744026971196944,1.147785372178845,0.7131591311537273,0.49531981159997196,,,,,,,,,,
current_rgb_3view,mean_patch,768,staged_selection,raw_soft_fusion,16,current_rgb_3view_raw_soft_fusion,dataset_name,single_column,TEST_DATA_MIN,56888,0.3420040259169545,1.482037518321316,0.05873730897438616,0.3245675713683026,1.1219531116715713,0.6971086450734983,0.5132770338384511,,,,,,,,,,
current_rgb_3view,mean_patch,768,staged_diagnostic,hard_top1,16,current_rgb_3view_hard_top1,dataset_name,single_column,TEST_DATA_HOUR,205256,0.30306684390606453,0.9921247944442356,0.04954772276941128,0.3872237595977706,1.162259369455233,0.7221523308340329,0.4854558094842004,,,,,,,,,,
current_rgb_3view,mean_patch,768,staged_diagnostic,hard_top1,16,current_rgb_3view_hard_top1,dataset_name,single_column,TEST_DATA_MIN,56888,0.35313702131971114,1.5639251258985554,0.0701368562663403,0.3237413865841654,1.121692709214201,0.6969468480083398,0.5135071319465714,,,,,,,,,,
current_rgb_3view,mean_patch,768,staged_diagnostic,raw_soft_fusion,16,current_rgb_3view_raw_soft_fusion,dataset_name,single_column,TEST_DATA_HOUR,205256,0.28282099910767194,0.9161740372031151,0.029301877971018707,0.3872237595977706,1.162259369455233,0.7221523308340329,0.4854558094842004,,,,,,,,,,
current_rgb_3view,mean_patch,768,staged_diagnostic,raw_soft_fusion,16,current_rgb_3view_raw_soft_fusion,dataset_name,single_column,TEST_DATA_MIN,56888,0.342220896613748,1.5187128422475187,0.05922073156037716,0.3237413865841654,1.121692709214201,0.6969468480083398,0.5135071319465714,,,,,,,,,,
current_rgb_3view,mean_patch,768,staged_test,hard_top1,16,current_rgb_3view_hard_top1,dataset_name,single_column,TEST_DATA_MIN,241747,0.4461732415919338,190.42576799139957,0.09835393991095703,0.31681054987238727,1.1223643055893422,0.6973641341452204,0.5146048214060148,,,,,,,,,,
current_rgb_3view,mean_patch,768,staged_test,hard_top1,16,current_rgb_3view_hard_top1,dataset_name,single_column,TEST_DATA_HOUR,20397,0.3113119670700803,1.7694334920860042,0.04961976267654463,0.397068196303378,1.1535909106995705,0.7167663147939138,0.48992928885072856,,,,,,,,,,
current_rgb_3view,mean_patch,768,staged_test,raw_soft_fusion,16,current_rgb_3view_raw_soft_fusion,dataset_name,single_column,TEST_DATA_MIN,241747,0.4317546423662461,190.31743896327782,0.08393534068526935,0.31681054987238727,1.1223643055893422,0.6973641341452204,0.5146048214060148,,,,,,,,,,
current_rgb_3view,mean_patch,768,staged_test,raw_soft_fusion,16,current_rgb_3view_raw_soft_fusion,dataset_name,single_column,TEST_DATA_HOUR,20397,0.2916089848337775,1.7164443851740552,0.02991678044024187,0.397068196303378,1.1535909106995705,0.7167663147939138,0.48992928885072856,,,,,,,,,,
spatial_panel_3view,mean_patch,768,staged_selection,hard_top1,16,spatial_panel_3view_hard_top1,oracle_model,single_column,ES,91560,0.13754493538777396,0.8271625965262975,0.044293116794117376,0.06429663608562691,1.4527729058075007,0.9026585420852541,0.3310361736214424,,,,,,,,,,
spatial_panel_3view,mean_patch,768,staged_selection,hard_top1,16,spatial_panel_3view_hard_top1,oracle_model,single_column,CrossFormer,25698,0.5382904145436251,1.0790273195361666,0.09485707676564964,0.15246322671024984,1.11868227135604,0.6950763628365951,0.5213494691283093,,,,,,,,,,
spatial_panel_3view,mean_patch,768,staged_selection,hard_top1,16,spatial_panel_3view_hard_top1,oracle_model,single_column,PatchTST,41388,0.4343616511250216,1.087325390792753,0.059258449500477234,0.39436551657485264,1.0489384380388476,0.6517420835228482,0.5465142537738991,,,,,,,,,,
spatial_panel_3view,mean_patch,768,staged_selection,hard_top1,16,spatial_panel_3view_hard_top1,oracle_model,single_column,DLinear,80763,0.3788931203497033,1.316816522064855,0.030634180056608735,0.7826727585651846,0.9334830710029979,0.5800056320279825,0.627838847126482,,,,,,,,,,
spatial_panel_3view,mean_patch,768,staged_selection,hard_top1,16,spatial_panel_3view_hard_top1,oracle_model,single_column,NaiveForecaster,22735,0.35830344732236635,3.425239108591766,0.08749881263277484,0.493776116120519,0.8634839826088162,0.536512753862773,0.6513149338762708,,,,,,,,,,
spatial_panel_3view,mean_patch,768,staged_selection,raw_soft_fusion,16,spatial_panel_3view_raw_soft_fusion,oracle_model,single_column,ES,91560,0.12833053961692753,0.7147141928437318,0.03507872102327094,0.06429663608562691,1.4527729058075007,0.9026585420852541,0.3310361736214424,,,,,,,,,,
spatial_panel_3view,mean_patch,768,staged_selection,raw_soft_fusion,16,spatial_panel_3view_raw_soft_fusion,oracle_model,single_column,CrossFormer,25698,0.4829966507212369,0.9648211751664236,0.03956331294326132,0.15246322671024984,1.11868227135604,0.6950763628365951,0.5213494691283093,,,,,,,,,,
spatial_panel_3view,mean_patch,768,staged_selection,raw_soft_fusion,16,spatial_panel_3view_raw_soft_fusion,oracle_model,single_column,PatchTST,41388,0.40265070530299324,1.0174913370837066,0.027547503678448847,0.39436551657485264,1.0489384380388476,0.6517420835228482,0.5465142537738991,,,,,,,,,,
spatial_panel_3view,mean_patch,768,staged_selection,raw_soft_fusion,16,spatial_panel_3view_raw_soft_fusion,oracle_model,single_column,DLinear,80763,0.371608858197983,1.2790202035607274,0.023349917904888468,0.7826727585651846,0.9334830710029979,0.5800056320279825,0.627838847126482,,,,,,,,,,
spatial_panel_3view,mean_patch,768,staged_selection,raw_soft_fusion,16,spatial_panel_3view_raw_soft_fusion,oracle_model,single_column,NaiveForecaster,22735,0.34162257357290615,3.3211595444457482,0.07081793888331467,0.493776116120519,0.8634839826088162,0.536512753862773,0.6513149338762708,,,,,,,,,,
spatial_panel_3view,mean_patch,768,staged_diagnostic,hard_top1,16,spatial_panel_3view_hard_top1,oracle_model,single_column,DLinear,79049,0.3717079478002412,1.0505198462231335,0.031531629344663845,0.7792255436501411,0.9436067882142277,0.5862958510008219,0.6206762410185608,,,,,,,,,,
spatial_panel_3view,mean_patch,768,staged_diagnostic,hard_top1,16,spatial_panel_3view_hard_top1,oracle_model,single_column,ES,92709,0.12792427636692713,0.5569609620695286,0.040957769417632794,0.059508785554800506,1.4622474721508423,0.9085454209919138,0.32533387586097184,,,,,,,,,,
spatial_panel_3view,mean_patch,768,staged_diagnostic,hard_top1,16,spatial_panel_3view_hard_top1,oracle_model,single_column,CrossFormer,25205,0.5406748314722308,1.6802523216998826,0.09675570187071404,0.14302717714739138,1.1210638930996337,0.6965561475728924,0.5188011679590706,,,,,,,,,,
spatial_panel_3view,mean_patch,768,staged_diagnostic,hard_top1,16,spatial_panel_3view_hard_top1,oracle_model,single_column,NaiveForecaster,21391,0.35379764391505786,2.6935345364007612,0.08472448968718539,0.5075966527979057,0.8634702727977152,0.536504235502731,0.651317641993073,,,,,,,,,,
spatial_panel_3view,mean_patch,768,staged_diagnostic,hard_top1,16,spatial_panel_3view_hard_top1,oracle_model,single_column,PatchTST,43790,0.4308251141721059,1.2403753200716854,0.06001595857655111,0.3859556976478648,1.04779128180351,0.6510293155068927,0.5459391210242667,,,,,,,,,,
spatial_panel_3view,mean_patch,768,staged_diagnostic,raw_soft_fusion,16,spatial_panel_3view_raw_soft_fusion,oracle_model,single_column,DLinear,79049,0.3623163201777923,1.004743858174074,0.022140001722214926,0.7792255436501411,0.9436067882142277,0.5862958510008219,0.6206762410185608,,,,,,,,,,
spatial_panel_3view,mean_patch,768,staged_diagnostic,raw_soft_fusion,16,spatial_panel_3view_raw_soft_fusion,oracle_model,single_column,ES,92709,0.11935684337859191,0.5076477721820138,0.032390336429297596,0.059508785554800506,1.4622474721508423,0.9085454209919138,0.32533387586097184,,,,,,,,,,
spatial_panel_3view,mean_patch,768,staged_diagnostic,raw_soft_fusion,16,spatial_panel_3view_raw_soft_fusion,oracle_model,single_column,CrossFormer,25205,0.4813282165270599,1.5180615658018253,0.03740908692554313,0.14302717714739138,1.1210638930996337,0.6965561475728924,0.5188011679590706,,,,,,,,,,
spatial_panel_3view,mean_patch,768,staged_diagnostic,raw_soft_fusion,16,spatial_panel_3view_raw_soft_fusion,oracle_model,single_column,NaiveForecaster,21391,0.3396477491212526,2.509745650526861,0.07057459489338012,0.5075966527979057,0.8634702727977152,0.536504235502731,0.651317641993073,,,,,,,,,,
spatial_panel_3view,mean_patch,768,staged_diagnostic,raw_soft_fusion,16,spatial_panel_3view_raw_soft_fusion,oracle_model,single_column,PatchTST,43790,0.39668245332764956,1.1690535212753275,0.025873297732094798,0.3859556976478648,1.04779128180351,0.6510293155068927,0.5459391210242667,,,,,,,,,,
spatial_panel_3view,mean_patch,768,staged_test,hard_top1,16,spatial_panel_3view_hard_top1,oracle_model,single_column,ES,110678,0.2399582600724307,296.3354764347305,0.06761727051316434,0.06106904714577423,1.4256430928664685,0.8858018418698386,0.347050644644214,,,,,,,,,,
spatial_panel_3view,mean_patch,768,staged_test,hard_top1,16,spatial_panel_3view_hard_top1,oracle_model,single_column,CrossFormer,25982,0.6872473454051113,1.9372388505104672,0.13863035220775838,0.22546378261873604,1.081157431290681,0.671760869399232,0.5395690396619663,,,,,,,,,,
spatial_panel_3view,mean_patch,768,staged_test,hard_top1,16,spatial_panel_3view_hard_top1,oracle_model,single_column,PatchTST,55739,0.5567652381225099,3.6102807121092773,0.05797970686023203,0.735750551678358,0.9393442576855736,0.5836473919799962,0.6132252751790693,,,,,,,,,,
spatial_panel_3view,mean_patch,768,staged_test,hard_top1,16,spatial_panel_3view_hard_top1,oracle_model,single_column,NaiveForecaster,38903,0.41244341870954365,327.92948100878823,0.10777982065658039,0.6301056473793795,0.7217129691968402,0.44842547201264,0.7151672933835271,,,,,,,,,,
spatial_panel_3view,mean_patch,768,staged_test,hard_top1,16,spatial_panel_3view_hard_top1,oracle_model,single_column,DLinear,30842,0.6681680990603525,9.78146209193405,0.1351497742205435,0.30922119188120095,1.0185522873499644,0.6328621070149159,0.5834977890530122,,,,,,,,,,
spatial_panel_3view,mean_patch,768,staged_test,raw_soft_fusion,16,spatial_panel_3view_raw_soft_fusion,oracle_model,single_column,ES,110678,0.22561310706852925,296.1822302290603,0.05327211750926287,0.06106904714577423,1.4256430928664685,0.8858018418698386,0.347050644644214,,,,,,,,,,
spatial_panel_3view,mean_patch,768,staged_test,raw_soft_fusion,16,spatial_panel_3view_raw_soft_fusion,oracle_model,single_column,CrossFormer,25982,0.6433249378187456,1.812370440313131,0.09470794462139256,0.22546378261873604,1.081157431290681,0.671760869399232,0.5395690396619663,,,,,,,,,,
spatial_panel_3view,mean_patch,768,staged_test,raw_soft_fusion,16,spatial_panel_3view_raw_soft_fusion,oracle_model,single_column,PatchTST,55739,0.562893430672273,3.4878826283863127,0.06410789940999526,0.735750551678358,0.9393442576855736,0.5836473919799962,0.6132252751790693,,,,,,,,,,
spatial_panel_3view,mean_patch,768,staged_test,raw_soft_fusion,16,spatial_panel_3view_raw_soft_fusion,oracle_model,single_column,NaiveForecaster,38903,0.4033775052748473,327.77561289923847,0.098713907221884,0.6301056473793795,0.7217129691968402,0.44842547201264,0.7151672933835271,,,,,,,,,,
spatial_panel_3view,mean_patch,768,staged_test,raw_soft_fusion,16,spatial_panel_3view_raw_soft_fusion,oracle_model,single_column,DLinear,30842,0.6310579577514801,9.407411766142374,0.09803963291167117,0.30922119188120095,1.0185522873499644,0.6328621070149159,0.5834977890530122,,,,,,,,,,
current_rgb_3view,mean_patch,768,staged_selection,hard_top1,16,current_rgb_3view_hard_top1,oracle_model,single_column,ES,91560,0.149415913705546,1.453767068543523,0.056164095111889384,0.04126256006989952,1.4444503567981024,0.8974874374510003,0.3409651981180883,,,,,,,,,,
current_rgb_3view,mean_patch,768,staged_selection,hard_top1,16,current_rgb_3view_hard_top1,oracle_model,single_column,CrossFormer,25698,0.5370114617728869,1.0752459593788184,0.0935781239949114,0.16440968168729084,1.0803637669065629,0.6712677378237307,0.5295984632527608,,,,,,,,,,
current_rgb_3view,mean_patch,768,staged_selection,hard_top1,16,current_rgb_3view_hard_top1,oracle_model,single_column,PatchTST,41388,0.4284440761985601,1.065550017232494,0.053340874574015706,0.4716826133178699,1.0460219470410486,0.6499299659298363,0.5348638179803357,,,,,,,,,,
current_rgb_3view,mean_patch,768,staged_selection,hard_top1,16,current_rgb_3view_hard_top1,oracle_model,single_column,DLinear,80763,0.3787436429917891,1.4144111541556479,0.030484702698694525,0.7566707526961604,0.9537423223064211,0.5925934124502642,0.6041988428418386,,,,,,,,,,
current_rgb_3view,mean_patch,768,staged_selection,hard_top1,16,current_rgb_3view_hard_top1,oracle_model,single_column,NaiveForecaster,22735,0.37800831097834037,3.5415786226323327,0.10720367628874886,0.5016494391906752,0.8391727599624298,0.5214073422387526,0.6643684829293384,,,,,,,,,,
current_rgb_3view,mean_patch,768,staged_selection,raw_soft_fusion,16,current_rgb_3view_raw_soft_fusion,oracle_model,single_column,ES,91560,0.13989588911096013,1.3443069578328406,0.046644070517303515,0.04126256006989952,1.4444503567981024,0.8974874374510003,0.3409651981180883,,,,,,,,,,
current_rgb_3view,mean_patch,768,staged_selection,raw_soft_fusion,16,current_rgb_3view_raw_soft_fusion,oracle_model,single_column,CrossFormer,25698,0.48163131106584633,0.95803759865453,0.03819797328787083,0.16440968168729084,1.0803637669065629,0.6712677378237307,0.5295984632527608,,,,,,,,,,
current_rgb_3view,mean_patch,768,staged_selection,raw_soft_fusion,16,current_rgb_3view_raw_soft_fusion,oracle_model,single_column,PatchTST,41388,0.401784524915708,1.0072478933711306,0.026681323291163586,0.4716826133178699,1.0460219470410486,0.6499299659298363,0.5348638179803357,,,,,,,,,,
current_rgb_3view,mean_patch,768,staged_selection,raw_soft_fusion,16,current_rgb_3view_raw_soft_fusion,oracle_model,single_column,DLinear,80763,0.371313746313794,1.3758311382682502,0.02305480602069944,0.7566707526961604,0.9537423223064211,0.5925934124502642,0.6041988428418386,,,,,,,,,,
current_rgb_3view,mean_patch,768,staged_selection,raw_soft_fusion,16,current_rgb_3view_raw_soft_fusion,oracle_model,single_column,NaiveForecaster,22735,0.3588826040566286,3.399494693909635,0.08807796936703711,0.5016494391906752,0.8391727599624298,0.5214073422387526,0.6643684829293384,,,,,,,,,,
current_rgb_3view,mean_patch,768,staged_diagnostic,hard_top1,16,current_rgb_3view_hard_top1,oracle_model,single_column,DLinear,79049,0.37175454301259997,1.0368527969835688,0.0315782245570226,0.7472959809738263,0.9634196070033614,0.5986062472893622,0.5964632914689709,,,,,,,,,,
current_rgb_3view,mean_patch,768,staged_diagnostic,hard_top1,16,current_rgb_3view_hard_top1,oracle_model,single_column,ES,92709,0.13717943179927758,0.600262761978571,0.05021292484998325,0.03645816479521945,1.4560229429965568,0.904677889056241,0.3343944244394461,,,,,,,,,,
current_rgb_3view,mean_patch,768,staged_diagnostic,hard_top1,16,current_rgb_3view_hard_top1,oracle_model,single_column,CrossFormer,25205,0.5410280244652828,1.6629544784166617,0.09710889486376598,0.15159690537591747,1.0853584536658503,0.674371111195145,0.5252641876706101,,,,,,,,,,
current_rgb_3view,mean_patch,768,staged_diagnostic,hard_top1,16,current_rgb_3view_hard_top1,oracle_model,single_column,NaiveForecaster,21391,0.37267294629777187,2.7063700441584277,0.10359979206989937,0.5167126361553924,0.842559391781636,0.5235115748349596,0.6625582633066253,,,,,,,,,,
current_rgb_3view,mean_patch,768,staged_diagnostic,hard_top1,16,current_rgb_3view_hard_top1,oracle_model,single_column,PatchTST,43790,0.4243547800281703,1.260321374251032,0.05354562443261551,0.4697419502169445,1.0469999695856478,0.6505376454375107,0.5318987045067035,,,,,,,,,,
current_rgb_3view,mean_patch,768,staged_diagnostic,raw_soft_fusion,16,current_rgb_3view_raw_soft_fusion,oracle_model,single_column,DLinear,79049,0.3619479020420792,0.9996309504059971,0.021771583586501844,0.7472959809738263,0.9634196070033614,0.5986062472893622,0.5964632914689709,,,,,,,,,,
current_rgb_3view,mean_patch,768,staged_diagnostic,raw_soft_fusion,16,current_rgb_3view_raw_soft_fusion,oracle_model,single_column,ES,92709,0.12785518613562366,0.5352017455788856,0.0408886791863293,0.03645816479521945,1.4560229429965568,0.904677889056241,0.3343944244394461,,,,,,,,,,
current_rgb_3view,mean_patch,768,staged_diagnostic,raw_soft_fusion,16,current_rgb_3view_raw_soft_fusion,oracle_model,single_column,CrossFormer,25205,0.4821666183709183,1.5157663875352365,0.03824748876940148,0.15159690537591747,1.0853584536658503,0.674371111195145,0.5252641876706101,,,,,,,,,,
current_rgb_3view,mean_patch,768,staged_diagnostic,raw_soft_fusion,16,current_rgb_3view_raw_soft_fusion,oracle_model,single_column,NaiveForecaster,21391,0.35570568709153544,2.572158746890155,0.08663253286366294,0.5167126361553924,0.842559391781636,0.5235115748349596,0.6625582633066253,,,,,,,,,,
current_rgb_3view,mean_patch,768,staged_diagnostic,raw_soft_fusion,16,current_rgb_3view_raw_soft_fusion,oracle_model,single_column,PatchTST,43790,0.3948872626357919,1.2007985651488908,0.024078107040237145,0.4697419502169445,1.0469999695856478,0.6505376454375107,0.5318987045067035,,,,,,,,,,
current_rgb_3view,mean_patch,768,staged_test,hard_top1,16,current_rgb_3view_hard_top1,oracle_model,single_column,ES,110678,0.25271598961568564,296.22624479439753,0.08037500005641923,0.02641898118867345,1.4163690310976988,0.8800395305570342,0.35681252310349015,,,,,,,,,,
current_rgb_3view,mean_patch,768,staged_test,hard_top1,16,current_rgb_3view_hard_top1,oracle_model,single_column,CrossFormer,25982,0.7026883819640691,2.0413326830295713,0.1540713887667162,0.15406820106227387,1.037186260255043,0.6444400451394472,0.5600965093686797,,,,,,,,,,
current_rgb_3view,mean_patch,768,staged_test,hard_top1,16,current_rgb_3view_hard_top1,oracle_model,single_column,PatchTST,55739,0.5497763910066443,3.1263681919297692,0.0509908597443665,0.7987046771560308,0.9460706536145704,0.587826736732099,0.6125269647348889,,,,,,,,,,
current_rgb_3view,mean_patch,768,staged_test,hard_top1,16,current_rgb_3view_hard_top1,oracle_model,single_column,NaiveForecaster,38903,0.43107164587761837,327.9557701462585,0.12640804782465512,0.6343983754466237,0.715280924743754,0.4444290182534449,0.7195073990977442,,,,,,,,,,
current_rgb_3view,mean_patch,768,staged_test,hard_top1,16,current_rgb_3view_hard_top1,oracle_model,single_column,DLinear,30842,0.666933288719344,9.709457226518573,0.13391496387953505,0.2775760326827054,0.9918074889416852,0.6162446296747058,0.5907820080476476,,,,,,,,,,
current_rgb_3view,mean_patch,768,staged_test,raw_soft_fusion,16,current_rgb_3view_raw_soft_fusion,oracle_model,single_column,ES,110678,0.23794985576467803,296.1437435389884,0.06560886620541165,0.02641898118867345,1.4163690310976988,0.8800395305570342,0.35681252310349015,,,,,,,,,,
current_rgb_3view,mean_patch,768,staged_test,raw_soft_fusion,16,current_rgb_3view_raw_soft_fusion,oracle_model,single_column,CrossFormer,25982,0.6485082714946976,1.8334635371959258,0.0998912782973446,0.15406820106227387,1.037186260255043,0.6444400451394472,0.5600965093686797,,,,,,,,,,
current_rgb_3view,mean_patch,768,staged_test,raw_soft_fusion,16,current_rgb_3view_raw_soft_fusion,oracle_model,single_column,PatchTST,55739,0.563499960408307,3.0509902701016385,0.06471442914602918,0.7987046771560308,0.9460706536145704,0.587826736732099,0.6125269647348889,,,,,,,,,,
current_rgb_3view,mean_patch,768,staged_test,raw_soft_fusion,16,current_rgb_3view_raw_soft_fusion,oracle_model,single_column,NaiveForecaster,38903,0.4192215241727216,327.8441319336371,0.1145579261197584,0.6343983754466237,0.715280924743754,0.4444290182534449,0.7195073990977442,,,,,,,,,,
current_rgb_3view,mean_patch,768,staged_test,raw_soft_fusion,16,current_rgb_3view_raw_soft_fusion,oracle_model,single_column,DLinear,30842,0.6296635334083124,9.57352068182535,0.09664520856850344,0.2775760326827054,0.9918074889416852,0.6162446296747058,0.5907820080476476,,,,,,,,,,
spatial_panel_3view,mean_patch,768,staged_selection,hard_top1,16,spatial_panel_3view_hard_top1,error_gap_quantile,single_column,q3,262144,0.31719411974901635,1.2691075842852646,0.0511516472985719,0.3836212158203125,1.145170020853503,0.7115341268802278,0.5029305896064216,,,,,,,,,,
spatial_panel_3view,mean_patch,768,staged_selection,raw_soft_fusion,16,spatial_panel_3view_raw_soft_fusion,error_gap_quantile,single_column,q3,262144,0.29985784512887664,1.1869400347082841,0.03381537267843217,0.3836212158203125,1.145170020853503,0.7115341268802278,0.5029305896064216,,,,,,,,,,
spatial_panel_3view,mean_patch,768,staged_diagnostic,hard_top1,16,spatial_panel_3view_hard_top1,error_gap_quantile,single_column,q3,262144,0.3101520522354272,1.102302663647193,0.05023523507546522,0.37566375732421875,1.1549543844541428,0.7176134936819603,0.49644702034532884,,,,,,,,,,
spatial_panel_3view,mean_patch,768,staged_diagnostic,raw_soft_fusion,16,spatial_panel_3view_raw_soft_fusion,error_gap_quantile,single_column,q3,262144,0.29172593580915535,1.0285533112683347,0.03180911864919341,0.37566375732421875,1.1549543844541428,0.7176134936819603,0.49644702034532884,,,,,,,,,,
spatial_panel_3view,mean_patch,768,staged_test,hard_top1,16,spatial_panel_3view_hard_top1,error_gap_quantile,single_column,q3,262144,0.42762994870605253,175.8899882919069,0.08651205695004807,0.3344612121582031,1.1357385920651168,0.705674050853865,0.50517619962352,,,,,,,,,,
spatial_panel_3view,mean_patch,768,staged_test,raw_soft_fusion,16,spatial_panel_3view_raw_soft_fusion,error_gap_quantile,single_column,q3,262144,0.41281157513220856,175.72004332811815,0.07169368337620415,0.3344612121582031,1.1357385920651168,0.705674050853865,0.50517619962352,,,,,,,,,,
current_rgb_3view,mean_patch,768,staged_selection,hard_top1,16,current_rgb_3view_hard_top1,error_gap_quantile,single_column,q3,262144,0.3219435761194759,1.5243127655097921,0.055901103669031366,0.3816261291503906,1.1421795004604849,0.7096760071755623,0.49921671734148276,,,,,,,,,,
current_rgb_3view,mean_patch,768,staged_selection,raw_soft_fusion,16,current_rgb_3view_raw_soft_fusion,error_gap_quantile,single_column,q3,262144,0.30503271123027553,1.4411778761529446,0.038990238779831043,0.3816261291503906,1.1421795004604849,0.7096760071755623,0.49921671734148276,,,,,,,,,,
current_rgb_3view,mean_patch,768,staged_diagnostic,hard_top1,16,current_rgb_3view_hard_top1,error_gap_quantile,single_column,q3,262144,0.3139325980438954,1.116211469156506,0.05401578088393344,0.3734474182128906,1.1534559783122282,0.7166824764525173,0.491543240942633,,,,,,,,,,
current_rgb_3view,mean_patch,768,staged_diagnostic,raw_soft_fusion,16,current_rgb_3view_raw_soft_fusion,error_gap_quantile,single_column,q3,262144,0.2957114004493988,1.04693128337837,0.03579458328943692,0.3734474182128906,1.1534559783122282,0.7166824764525173,0.491543240942633,,,,,,,,,,
current_rgb_3view,mean_patch,768,staged_test,hard_top1,16,current_rgb_3view_hard_top1,error_gap_quantile,single_column,q3,262144,0.435679904279532,175.7467242033194,0.09456201252352757,0.3230552673339844,1.124793997149833,0.6988737863924257,0.5126848581891181,,,,,,,,,,
