sample_set,layout_name,stratum_column,stratum_value,sample_count,raw_soft_MAE,raw_soft_MSE,raw_soft_regret,hard_top1_MAE,entropy,mean_max_weight,oracle_label_accuracy
staged_selection,spatial_panel_3view,season_strength_cat,weak,47110,0.35029251380654536,1.6463664143766155,0.05468431290309119,0.3637933612296536,1.2013011113650665,0.4720306769032383,0.29191254510719594
staged_test,spatial_panel_3view,season_strength_cat,moderate,38323,0.36600391671249205,3.292553595159947,0.062051277160182425,0.37629266131511757,0.9557166754669518,0.5983795155475201,0.4630378623802938
staged_test,spatial_panel_3view,season_strength_cat,weak,198933,0.43915244442244983,230.06808185101278,0.07741364529694768,0.4549237648823635,1.1917195733905348,0.4771595363721769,0.2899167056245067
staged_test,spatial_panel_3view,season_strength_cat,strong,24888,0.2743408962147877,6.816167627425101,0.04082084299679758,0.288517048162848,0.9654764316577731,0.5856008297434164,0.49252651880424303
staged_diagnostic,current_rgb_3view,season_strength_cat,moderate,53214,0.36881159342321695,0.6492447407163384,0.05191344936728418,0.38861501516815106,1.0725396608515663,0.5376418012438621,0.4257526214905852
staged_diagnostic,current_rgb_3view,season_strength_cat,strong,161819,0.2534390166885565,0.983002175964906,0.022541756290397598,0.27274425084785997,1.1716490781987354,0.4785405193705765,0.38391659817450363
staged_diagnostic,current_rgb_3view,season_strength_cat,weak,47111,0.35834053587184783,1.715722773980494,0.06310900821548343,0.37105104193311683,1.1823641247497263,0.48413517518726823,0.27840631699603063
staged_selection,current_rgb_3view,season_strength_cat,strong,158941,0.2634343503349561,1.65071364598598,0.026880657413432166,0.2808923693790987,1.1553680395219728,0.4891151614371996,0.39598970687236146
staged_selection,current_rgb_3view,season_strength_cat,moderate,56093,0.37833968228585146,0.6521525551769634,0.0535709045979464,0.3968845120499265,1.071088717504612,0.5406554743485262,0.42611377533738615
staged_selection,current_rgb_3view,season_strength_cat,weak,47110,0.35809314747825993,1.6737181549997557,0.06248494657480577,0.37121247723124645,1.1823301203155445,0.48395726499986913,0.28019528762470813
staged_test,current_rgb_3view,season_strength_cat,moderate,38323,0.37395015397493325,3.2827056213416044,0.06999751442262371,0.3849383493083102,0.9496589228761148,0.6006170151340088,0.45343527385643084
staged_test,current_rgb_3view,season_strength_cat,weak,198933,0.44737339633657863,229.94220221335172,0.08563459721107639,0.4631984454645806,1.1789939964387957,0.4870234897356245,0.2769223809021128
staged_test,current_rgb_3view,season_strength_cat,strong,24888,0.2810637410624193,7.022862132133532,0.047543687844429174,0.2938534279695371,0.9612426066339439,0.5823999401547161,0.4910398585663774
staged_diagnostic,spatial_panel_3view,trend_strength_cat,moderate,113386,0.35255488328809736,1.3921267163975248,0.03918695668069844,0.3735591449568491,1.0807687755046953,0.5382331617118313,0.43844919125818005
staged_diagnostic,spatial_panel_3view,trend_strength_cat,strong,115285,0.21299186862177377,0.7835631681756244,0.022029946506803757,0.22921762804415255,1.26574324177974,0.43554791905728796,0.29031530554712237
staged_diagnostic,spatial_panel_3view,trend_strength_cat,weak,33473,0.35684426690735277,0.6407647811833337,0.04049816108324952,0.3741154997178741,1.024679716499689,0.5646449550093725,0.456935440504287
staged_selection,spatial_panel_3view,trend_strength_cat,strong,111274,0.21546112304081952,0.6036057067513447,0.02302293272690491,0.23021513189387363,1.2573381560460726,0.44052871785866315,0.30175063357118465
staged_selection,spatial_panel_3view,trend_strength_cat,moderate,118305,0.36184224490380407,1.8833874639679924,0.04176616507307324,0.3816553133746271,1.0756263799826027,0.5423600363874218,0.4392713748362284
staged_selection,spatial_panel_3view,trend_strength_cat,weak,32565,0.363057490092908,0.6500670388695217,0.041808600650740796,0.3802194040332255,1.0145378500509183,0.5729138592343607,0.46120067557193306
staged_test,spatial_panel_3view,trend_strength_cat,strong,58346,0.5632874706685262,780.7195701787106,0.098969268937264,0.5844420588898852,1.0891883863968783,0.5329591739874621,0.3743358584992973
