sample_set,layout_name,stratum_column,stratum_value,sample_count,raw_soft_MAE,raw_soft_MSE,raw_soft_regret,hard_top1_MAE,entropy,mean_max_weight,oracle_label_accuracy
staged_test,spatial_panel_3view,trend_strength_cat,weak,61630,0.3581376916655538,1.4457026121304335,0.06232992816558707,0.3674480773056365,1.0470433404150445,0.5494178719546585,0.3784682784358267
staged_test,spatial_panel_3view,trend_strength_cat,moderate,142168,0.37475719466042834,2.975299255624,0.0645589337735139,0.38936289390906403,1.193292378142947,0.47459519906075887,0.2990194699229081
staged_diagnostic,current_rgb_3view,trend_strength_cat,moderate,113386,0.35800434176367113,1.4091699202252452,0.044636415156272195,0.37841607420567364,1.0763458154635213,0.5350589710564799,0.4372144709223361
staged_diagnostic,current_rgb_3view,trend_strength_cat,strong,115285,0.21426491365945227,0.7873179348435944,0.023302991544482246,0.23054539431085455,1.2725534814316566,0.4263458749858846,0.2878605195819057
staged_diagnostic,current_rgb_3view,trend_strength_cat,weak,33473,0.3652125143537072,0.7140281915823504,0.04886640852960397,0.3826975833838477,1.004471939762956,0.5686861250472874,0.45221521823559285
staged_selection,current_rgb_3view,trend_strength_cat,strong,111274,0.21695791666429656,0.6160015399482887,0.024519726350381923,0.23156900175410677,1.2621363856002565,0.43277959424480006,0.2994679799414059
staged_selection,current_rgb_3view,trend_strength_cat,moderate,118305,0.36934404249484354,2.4318093150703435,0.0492679626641127,0.3886398938711446,1.0698610473639163,0.5401086721966532,0.4395587675922404
staged_selection,current_rgb_3view,trend_strength_cat,weak,32565,0.3723467798708415,0.6619369504263689,0.05109789042867429,0.38845156065259134,0.9950138980206448,0.5776752377259242,0.45189620758483035
staged_test,current_rgb_3view,trend_strength_cat,strong,58346,0.5672921269464366,780.6499179412067,0.10297392521517443,0.5873206679255406,1.0641913378006995,0.5457592631718585,0.36657183011688893
staged_test,current_rgb_3view,trend_strength_cat,weak,61630,0.3714975554953395,1.4822735046330198,0.07568979199537282,0.3824616217861821,1.0413224139563892,0.5537203189683738,0.3647574233327925
staged_test,current_rgb_3view,trend_strength_cat,moderate,142168,0.3821444854522318,2.8454195380939673,0.0719462245653173,0.39651645508122535,1.1858504686103344,0.48132214167802917,0.2871180575094255
staged_diagnostic,spatial_panel_3view,cv_cat,variable,56628,0.3828336175714963,1.4435647750526202,0.04860599010920473,0.39983574059331695,1.0465820993855048,0.5604806600406028,0.4658649431376704
staged_diagnostic,spatial_panel_3view,cv_cat,highly_variable,16386,0.3922870573133371,6.713404666061974,0.042749950503536124,0.41450232649114194,1.0963803317955378,0.5273773800483935,0.41132674234102284
staged_diagnostic,spatial_panel_3view,cv_cat,moderate,91570,0.34737963997693994,0.6345579348135123,0.03431419621647845,0.3722129500058951,1.08008995396798,0.5380936995801205,0.4591132466965163
staged_diagnostic,spatial_panel_3view,cv_cat,stable,97560,0.16971640290171985,0.20265041203855846,0.01787062274268384,0.18231884285528696,1.2979641844269663,0.41499449635713426,0.23899138991389915
staged_selection,spatial_panel_3view,cv_cat,stable,90296,0.17514470410865848,0.21105165022143388,0.019271031204097958,0.18748480570103102,1.2948260676965109,0.41689870163172554,0.24304509612828917
staged_selection,spatial_panel_3view,cv_cat,variable,61837,0.3846163215122284,1.3470054273966452,0.04782682483617469,0.401268912516601,1.0366566946735143,0.5656286863433665,0.4688293416562899
staged_selection,spatial_panel_3view,cv_cat,highly_variable,17752,0.38419735764809076,8.374764626847318,0.04936194585890598,0.4015238646482694,1.096248838116206,0.5275616149832304,0.40513744930148715
staged_selection,spatial_panel_3view,cv_cat,moderate,92259,0.3488795432960279,0.6517357914182244,0.03566762474693916,0.3715658084672576,1.0808429089317197,0.5403689228438464,0.4599551263291386
staged_test,spatial_panel_3view,cv_cat,variable,35523,0.48022951516107915,25.746547742804143,0.07952810928343448,0.49456353846525564,1.005076161110248,0.5803137899365467,0.4233032120034907
staged_test,spatial_panel_3view,cv_cat,moderate,60610,0.5434593560565545,4.817094303168965,0.09875260423047397,0.5632035626091657,1.048189293730684,0.5578866561904557,0.4056096353737007
staged_test,spatial_panel_3view,cv_cat,stable,142127,0.34861325225719875,315.0072704118579,0.05961292443477094,0.3626621470668184,1.217046745164855,0.45835326644455393,0.27489498828512526
staged_test,spatial_panel_3view,cv_cat,highly_variable,23884,0.36302366480673315,3.6157266453427592,0.06326371023892566,0.37064117362212895,1.0684048385587217,0.5382908215760945,0.37623513649304974
staged_diagnostic,current_rgb_3view,cv_cat,variable,56628,0.3904992556752891,1.4656573420700711,0.05627162821299747,0.40974280384774664,1.028727393058991,0.563818383654567,0.46408137317228226
staged_diagnostic,current_rgb_3view,cv_cat,highly_variable,16386,0.398805350491092,6.752193405953946,0.049268243681291034,0.4160503141221009,1.0799081487954323,0.5333698685054201,0.410716465275235
staged_diagnostic,current_rgb_3view,cv_cat,moderate,91570,0.3519668591967941,0.6391844915088017,0.03890141543633263,0.3754912564284778,1.0721428605707568,0.5325882226106666,0.45778093261985364
staged_diagnostic,current_rgb_3view,cv_cat,stable,97560,0.17057552008230292,0.22835122330640745,0.018729739923266847,0.18338967493817399,1.3145273933570119,0.4040416329877635,0.23542435424354244
staged_selection,current_rgb_3view,cv_cat,stable,90296,0.1761802745094862,0.2189857735787066,0.02030660160492568,0.18804132474387647,1.3105446346936247,0.4070086535772676,0.23844910073535927
staged_selection,current_rgb_3view,cv_cat,variable,61837,0.39288142904708256,1.376253947223762,0.056091932371028864,0.4104264742818338,1.0171836280974145,0.5700636048939307,0.46538480197939747
staged_selection,current_rgb_3view,cv_cat,highly_variable,17752,0.40391567983664106,11.9477105453764,0.06908026804745628,0.4197767985929034,1.0803208910448707,0.5326804504589207,0.4070527264533574
staged_selection,current_rgb_3view,cv_cat,moderate,92259,0.3532360085107825,0.6592681561601256,0.04002408996169375,0.3748661674243578,1.0730782272290993,0.5355385087089601,0.46072469894536033
staged_test,current_rgb_3view,cv_cat,variable,35523,0.4923686357583314,25.622310125443914,0.09166722988068671,0.5101568038075132,0.9921359580931445,0.5846461264743088,0.4068350083044788
staged_test,current_rgb_3view,cv_cat,moderate,60610,0.5565446634951893,5.023215147532634,0.11183791166910871,0.5751844515031135,1.0123547830396271,0.5726047334675347,0.39368091074080186
staged_test,current_rgb_3view,cv_cat,stable,142127,0.3514357407696745,314.78085591221367,0.06243541294724664,0.36460985908311627,1.218649677213474,0.46300433188016527,0.26528386583829955
staged_test,current_rgb_3view,cv_cat,highly_variable,23884,0.38319575284329677,3.7758806006794705,0.08343579827548937,0.3938091458000994,1.0489242118636692,0.5492331913323473,0.3630045218556356
