source_result,layout,row_count,top1_period_changed_ratio,top3_jaccard_mean,image_cosine_distance_mean,image_l2_mean,cls_embedding_cosine_distance_mean,mean_patch_embedding_cosine_distance_mean,router_weight_js_divergence_mean,router_weight_l1_mean,selected_model_flip_rate,soft_fused_abs_change_mean,soft_fused_mae_change_mean
existing_round2d,top3fold_period_layout,27648,0.09577546296296297,0.9141565393518518,0.0002622228333580991,0.8128342202436316,0.004715338914094242,0.005864577004317157,0.0017145433882904096,0.018024794747132245,0.037507233796296294,0.0031287178579651287,-0.000734137910186476
existing_round2d,current_rgb_3view,27648,0.09577546296296297,0.9141565393518518,0.012658673142499289,7.566559523529981,0.04429228887866194,0.06043671610189842,0.02047147016856301,0.12188813016629484,0.04296875,0.0032926995656641115,-9.122683887119444e-06
addendum_diagnosed,spatial_panel_3view,27648,0.09577546296296297,0.9141565393518518,0.011196372587348806,7.466497858685519,0.031178448981152785,0.024990994375633332,0.02107422845031808,0.12669796779853948,0.015552662037037037,0.003997022047719793,-0.0005390991111405338
