source_result,layout,sample_set,perturbation_sigma,stratum_value,row_count,top1_period_changed_mean,top1_period_changed_std,top1_period_changed_max,image_cosine_distance_mean,image_cosine_distance_std,image_cosine_distance_max,mean_patch_embedding_cosine_distance_mean,mean_patch_embedding_cosine_distance_std,mean_patch_embedding_cosine_distance_max,router_weight_js_divergence_mean,router_weight_js_divergence_std,router_weight_js_divergence_max,selected_model_flipped_mean,selected_model_flipped_std,selected_model_flipped_max,soft_fused_abs_change_mean,soft_fused_abs_change_std,soft_fused_abs_change_max,stratum_column
existing_round2d,current_rgb_3view,round2_selection_small,0.01,NaiveForecaster,738,0.044715447154471545,0.20681860458391688,True,0.0006637892396146346,0.002375863191839709,0.0218295922498367,0.00717673640093947,0.030345688159605363,0.2519295856357941,0.000771591154667129,0.002586901241386431,0.0361262310994689,0.016260162601626018,0.12656015805762838,True,0.006410390847726287,0.009399554914110606,0.0866153612732887,oracle_model
existing_round2d,current_rgb_3view,round2_selection_small,0.01,PatchTST,837,0.0011947431302270011,0.03456505649101418,True,0.00019869085872530767,0.0007314445750983797,0.021266137902418,0.0012479374031860737,0.002392887349360407,0.051261533025173,0.00022099666986569888,0.00043345417386962,0.0075907746512751,0.011947431302270013,0.10871435337781125,True,0.005406427725082475,0.012036235201124054,0.1593034118413925,oracle_model
existing_round2d,top3fold_period_layout,round2_diagnostic_balanced_small,0.001,CrossFormer,891,0.0,0.0,False,9.297214980053667e-09,1.9682894183941156e-09,1.960450379812073e-08,1.4914624012352747e-05,1.9153754603635415e-05,0.0002101128220652,1.6933680223527052e-06,2.9525430617759825e-06,3.3541660852918446e-05,0.005611672278338945,0.074742566716264,True,0.0004746648555530801,0.0006659286791368749,0.0101055987179279,oracle_model
existing_round2d,top3fold_period_layout,round2_diagnostic_balanced_small,0.001,DLinear,846,0.0,0.0,False,9.087302721448465e-09,1.7682202085304417e-09,1.9227543113231604e-08,1.42340377565912e-05,2.2001838986660088e-05,0.0001941918738442,1.540999409833736e-06,4.191443693232872e-06,5.735862141031207e-05,0.004728132387706856,0.06863924619978547,True,0.00035832537096830625,0.000541048847651432,0.0045896125957369,oracle_model
existing_round2d,top3fold_period_layout,round2_diagnostic_balanced_small,0.001,ES,1080,0.35,0.4771905734331868,True,0.00017103657047689357,0.001991825467509162,0.0343171307580006,0.0021591412928750014,0.02145259115071363,0.3129577442610161,0.0005293541154692417,0.007476572631586487,0.1700720866922372,0.010185185185185186,0.10045292684873482,True,0.000852587994730004,0.01035274089243538,0.2601179182529449,oracle_model
existing_round2d,top3fold_period_layout,round2_diagnostic_balanced_small,0.001,NaiveForecaster,927,0.05393743257820928,0.22601613211764013,True,0.001021637884752256,0.0037012282209560386,0.020438151975898,0.022947594144719967,0.09291350755594029,0.7195878397210862,0.009710906029771831,0.06433092352041093,0.5836621074405888,0.025889967637540454,0.15889276977210792,True,0.009901303838571317,0.058638214249832246,0.5406165719032288,oracle_model
existing_round2d,top3fold_period_layout,round2_diagnostic_balanced_small,0.001,PatchTST,864,0.0,0.0,False,8.53879966105393e-06,0.0002507131531322149,0.0073694409284965,0.00010310558680267497,0.0026012991542289964,0.0764748124562831,9.753592679451784e-06,0.0002382641364478682,0.0070045445052978,0.0,0.0,False,0.0005222642901246307,0.0015246780569403346,0.0367513708770275,oracle_model
existing_round2d,top3fold_period_layout,round2_diagnostic_balanced_small,0.005,CrossFormer,891,0.0,0.0,False,1.577283366433993e-05,0.00018894192266553589,0.0023900548670086,0.000758228343753469,0.007802809183760362,0.1150994176682962,7.587322578510866e-05,0.0008245038583319837,0.0138000130005552,0.010101010101010102,0.10005105948762624,True,0.001661419739308695,0.0034376849204150565,0.0465784780681133,oracle_model
existing_round2d,top3fold_period_layout,round2_diagnostic_balanced_small,0.005,DLinear,846,0.0,0.0,False,1.9006174954470996e-05,0.0003860480558675306,0.0079464956561591,0.0008445149011630728,0.014875886378114943,0.3072344816619191,2.6168780123882734e-05,0.0002742028960264729,0.0060272016585891,0.008274231678486997,0.09063928363339288,True,0.0011331922468301322,0.0017529008941478685,0.0199027247726917,oracle_model
existing_round2d,top3fold_period_layout,round2_diagnostic_balanced_small,0.005,ES,1080,0.3638888888888889,0.48134009975073827,True,0.00020904943388403623,0.002251256717801684,0.034352910568033,0.0027842598865372575,0.022883597999502334,0.2844519188844997,0.0009418920965827035,0.010346438020871115,0.1733273264382316,0.07314814814814814,0.26050015395336695,True,0.0017463534516409035,0.012170167338738736,0.2581992447376251,oracle_model
