layout,seed,sample_set,sample_key,perturbation_sigma,perturbation_index,top1_period,perturbed_top1_period,top1_period_changed,top3_jaccard,top1_period_bucket,perturbed_top1_period_bucket,top1_period_bucket_flipped,period_score_margin,perturbed_period_score_margin,image_l2,image_cosine_distance,cls_embedding_cosine_distance,mean_patch_embedding_cosine_distance,embedding_l2,router_weight_js_divergence,router_weight_l1,router_weight_max_change,selected_model,perturbed_selected_model,selected_model_flipped,soft_fused_abs_change,soft_fused_mae_change,regret_change,oracle_model,season_strength_cat,forecastability_cat,error_gap_quantile,top3_periods,perturbed_top3_periods,high_change_score
current_rgb_3view,18,round2_selection_small,96_48_S__vali__TEST_DATA_MIN__item15136__ch4__win458,0.005,0,4,3,True,0.5,p_le_4,p_le_4,False,0.0,0.0029972640331834,73.43964385986328,0.1583862937831328,0.4922696581887673,0.6790134181296212,23.709396362304688,0.2361736448865879,1.1381950378417969,0.4944207668304443,ES,ES,False,0.0006650956347584,-0.0006650956347584,-0.0006650956347584,ES,weak,medium,q1,"4,3,2","3,4,6",1.0735733567993422
current_rgb_3view,17,round2_selection_small,96_48_S__vali__TEST_DATA_MIN__item10492__ch3__win117,0.001,2,4,3,True,0.2,p_le_4,p_le_4,False,0.0,2.59914668276906e-05,64.63948822021484,0.1292713407770945,0.4701518991974073,0.6558478037758053,23.68931579589844,0.2884409739797566,1.3863332271575928,0.6931664943695068,NaiveForecaster,ES,True,0.0006307233707047,-0.0006307233707047,-0.0006307233707047,ES,weak,medium,q1,"4,3,2","3,16,10",1.0735601185326564
current_rgb_3view,16,round2_diagnostic_balanced_small,96_48_S__vali__TEST_DATA_MIN__item6117__ch3__win463,0.005,1,4,5,True,0.2,p_le_4,p_5_8,True,0.0,0.000637178774923,77.6611328125,0.1725089487859645,0.4519485723971445,0.603597310686122,21.85842514038086,0.2974271805343627,1.3810124397277832,0.6905062198638916,ES,ES,False,0.000635731848888,-0.000635731848888,-0.000635731848888,ES,moderate,medium,q1,"4,3,2","5,32,4",1.0735334400064491
current_rgb_3view,17,round2_diagnostic_balanced_small,96_48_S__vali__TEST_DATA_HOUR__item112536__ch3__win1038,0.01,0,4,4,False,0.2,p_le_4,p_le_4,False,0.0,0.0040693990886211,84.51749420166016,0.1956495497325067,0.5001587563434755,0.669102387419146,23.9736442565918,0.208653469958539,1.0565837621688845,0.5196996927261353,NaiveForecaster,ES,True,0.0006145847728475,-0.0006145848310552,-0.0006145848310552,ES,strong,low,q1,"4,3,2","4,5,6",1.0734054071101915
current_rgb_3view,17,round2_selection_small,96_48_S__vali__TEST_DATA_HOUR__item109496__ch2__win38,0.005,1,4,10,True,0.2,p_le_4,p_9_16,True,0.0,0.006822430063039,57.95852279663086,0.1078825454032416,0.4701100360910155,0.6639457522073688,23.765941619873047,0.3015413776303537,1.330794334411621,0.6653971672058105,NaiveForecaster,ES,True,0.0006605934468097,-0.0006605935632251,-0.0006605935632251,ES,strong,high,q1,"4,3,2","10,2,8",1.073369675240964
current_rgb_3view,17,round2_selection_small,96_48_S__vali__TEST_DATA_HOUR__item110575__ch3__win1921,0.01,2,4,6,True,0.5,p_le_4,p_5_8,True,0.0,0.0081883464008569,64.34851837158203,0.1283654520161662,0.4780001294325812,0.6468876716923326,23.089740753173828,0.2980614759383788,1.3686460256576538,0.6843229532241821,NaiveForecaster,ES,True,0.0006493694963864,-0.0006493695545941,-0.0006493695545941,ES,strong,high,q1,"4,3,2","6,2,4",1.0733145996468776
current_rgb_3view,18,round2_diagnostic_balanced_small,96_48_S__vali__TEST_DATA_MIN__item20261__ch2__win307,0.01,0,4,4,False,0.2,p_le_4,p_le_4,False,0.0,0.0094183627516031,68.5217056274414,0.1420789786325865,0.4942756297171862,0.6716508745196148,23.84583854675293,0.2594735833083124,1.2253127098083496,0.6126563549041748,ES,ES,False,0.0006546441582031,-0.0006546442164108,-0.0006546442164108,ES,weak,high,q1,"4,3,2","4,5,6",1.073203436460514
current_rgb_3view,16,round2_diagnostic_balanced_small,96_48_S__vali__TEST_DATA_HOUR__item110132__ch3__win500,0.001,1,4,12,True,0.0,p_le_4,p_9_16,True,0.0,9.272596798837183e-06,77.23599243164062,0.171084443051213,0.5355550684859545,0.7062260377188717,24.55536460876465,0.1957605646735681,1.173976182937622,0.586988091468811,ES,ES,False,0.0005494474899023,-0.00054944754811,-0.00054944754811,ES,strong,low,q1,"4,3,2","12,64,48",1.073071045443653
current_rgb_3view,16,round2_diagnostic_balanced_small,96_48_S__vali__TEST_DATA_HOUR__item110132__ch3__win500,0.001,0,4,10,True,0.0,p_le_4,p_9_16,True,0.0,1.935934415087104e-05,69.03153991699219,0.1436959512582029,0.4480528184359817,0.6300437607041708,23.05040168762207,0.2991265344723048,1.3792768716812134,0.6896384358406067,ES,ES,False,0.0006421000580303,-0.0006421000580303,-0.0006421000580303,ES,strong,low,q1,"4,3,2","10,24,96",1.0728662464346783
current_rgb_3view,17,round2_diagnostic_balanced_small,96_48_S__vali__TEST_DATA_HOUR__item112523__ch3__win615,0.005,1,4,6,True,0.0,p_le_4,p_5_8,True,0.0,0.0023304051719605,71.86620330810547,0.1531091685999629,0.537572888540638,0.695350507595601,24.366905212402344,0.2243998725393536,1.124713659286499,0.5623568296432495,NaiveForecaster,ES,True,0.0006193954031914,-0.0006193954031914,-0.0006193954031914,ES,strong,high,q1,"4,3,2","6,12,96",1.0728595487349175
