variant,visual_input_mode,visual_dim,sample_set,method_kind,seed,method,selected_model,count,ratio
film_cls_mean_concat_aux,cls_mean_concat,1536,round2_selection_expanded,hard_top1,18,film_cls_mean_concat_aux_hard_top1,PatchTST,1421,0.1421
film_cls_mean_concat_aux,cls_mean_concat,1536,round2_selection_expanded,raw_soft_fusion,18,film_cls_mean_concat_aux_raw_soft_fusion,CrossFormer,539,0.0539
film_cls_mean_concat_aux,cls_mean_concat,1536,round2_selection_expanded,raw_soft_fusion,18,film_cls_mean_concat_aux_raw_soft_fusion,DLinear,4214,0.4214
film_cls_mean_concat_aux,cls_mean_concat,1536,round2_selection_expanded,raw_soft_fusion,18,film_cls_mean_concat_aux_raw_soft_fusion,ES,854,0.0854
film_cls_mean_concat_aux,cls_mean_concat,1536,round2_selection_expanded,raw_soft_fusion,18,film_cls_mean_concat_aux_raw_soft_fusion,NaiveForecaster,2972,0.2972
film_cls_mean_concat_aux,cls_mean_concat,1536,round2_selection_expanded,raw_soft_fusion,18,film_cls_mean_concat_aux_raw_soft_fusion,PatchTST,1421,0.1421
film_mean_patch_aux,mean_patch,768,round2_selection_expanded,hard_top1,16,film_mean_patch_aux_hard_top1,CrossFormer,3678,0.3678
film_mean_patch_aux,mean_patch,768,round2_selection_expanded,hard_top1,16,film_mean_patch_aux_hard_top1,DLinear,3516,0.3516
film_mean_patch_aux,mean_patch,768,round2_selection_expanded,hard_top1,16,film_mean_patch_aux_hard_top1,ES,440,0.044
film_mean_patch_aux,mean_patch,768,round2_selection_expanded,hard_top1,16,film_mean_patch_aux_hard_top1,NaiveForecaster,757,0.0757
film_mean_patch_aux,mean_patch,768,round2_selection_expanded,hard_top1,16,film_mean_patch_aux_hard_top1,PatchTST,1609,0.1609
film_mean_patch_aux,mean_patch,768,round2_selection_expanded,raw_soft_fusion,16,film_mean_patch_aux_raw_soft_fusion,CrossFormer,3678,0.3678
film_mean_patch_aux,mean_patch,768,round2_selection_expanded,raw_soft_fusion,16,film_mean_patch_aux_raw_soft_fusion,DLinear,3516,0.3516
film_mean_patch_aux,mean_patch,768,round2_selection_expanded,raw_soft_fusion,16,film_mean_patch_aux_raw_soft_fusion,ES,440,0.044
film_mean_patch_aux,mean_patch,768,round2_selection_expanded,raw_soft_fusion,16,film_mean_patch_aux_raw_soft_fusion,NaiveForecaster,757,0.0757
